trade_date,Open,Close,High,Low,Volume,CPI,PPI,PMI,Close_Trend,Close_Seasonal,Close_Residual,Close_Volatility,CPI_Trend,CPI_Seasonal,CPI_Residual,PPI_Trend,PPI_Seasonal,PPI_Residual,PMI_Trend,PMI_Seasonal,PMI_Residual,CPI_Volatility,PPI_Volatility,PMI_Volatility,Log_Return,Daily_PCT_Change,Volume_Change,Volume_Zscore,Volume_Anomaly_Zscore,Volume_outlier,Volume_corrected,Mean,EMA,Volatility,Mean_non_overlap,Volatility_non_overlap,Long_Mean,Long_Volatility,CPI_YoY,CPI_MoM,CPI_Cycle,CPI_12M_Mean,CPI_12M_Vol,PPI_YoY,PPI_MoM,PPI_Cycle,PPI_12M_Mean,PPI_12M_Vol,PMI_YoY,PMI_MoM,PMI_Cycle,PMI_12M_Mean,PMI_12M_Vol,lag_CPI,lag_PPI,lag_PMI,Lag_5,Lag_10,Lag_22,Return,Volatility_Spread,Vol_PMI_Corr,Trend_Inflation_Spread,High_Inflation,Economic_Expansion,Real_Price,Price_Volume_Divergence,PMI_Price_Corr,Stagflation_Risk
2019-12-31,1000.000,1000.0,1000.000,1000.000,1516205.0,100.00,99.50,50.2,0.0,1.0177824571218899,0.0,0.0,99.77686980551658,0.9977147392694541,0.0,99.41153794565598,1.0073987400655686,0.0,50.17831370084611,0.9859390127787346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.23775011134097,0,False,1516205.0,0.0,1000.0,0.0,1116.095,82.76278851729131,0.0,0.0,0.0,0,0.2231301944834172,100.0,0.0,0,0,0.08846205434402066,99.5,0.0,0.0,0.0,0.021686299153891753,50.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
2020-01-02,1005.620,1019.72,1019.910,1005.620,2193852.0,100.00,99.50,50.2,0.0,1.0128164356074023,0.0,0.0,99.82163070648078,0.9977220383123829,0.0,99.43114994212357,1.0074031649690245,0.0,50.17608809485864,0.9859566069541129,0.0,0.0,0.0,0.0,0.019528079807545173,1.971999999999996,0.4469362652147961,-1.168177449824523,0,False,2193852.0,0.0,1001.8780952380953,0.0,1116.095,82.76278851729131,0.0,0.0,0.0,0,0.17836929351922493,100.0,0.0,0,0,0.06885005787643195,99.5,0.0,0.0,0.0,0.02391190514136099,50.2,0.0,0,0,0.0,0.0,0.0,0.0,1.971999999999996,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
2020-01-03,1021.670,1024.48,1029.070,1018.680,2160583.0,100.00,99.50,50.2,0.0,1.0235468751932586,0.0,0.0,99.86640710259736,0.9977293264521129,0.0,99.45076808178938,1.0074076781952879,0.0,50.173863994864156,0.9859742102165338,0.0,0.0,0.0,0.0,0.004657086980809786,0.46679480641744764,-0.015164651033889198,-1.1715931114831604,0,False,2160583.0,0.0,1004.030657596372,0.0,1116.095,82.76278851729131,0.0,0.0,0.0,0,0.1335928974026359,100.0,0.0,0,0,0.049231918210622894,99.5,0.0,0.0,0.0,0.026136005135846574,50.2,0.0,0,0,0.0,0.0,0.0,0.0,0.46679480641744764,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
2020-01-06,1020.000,1027.28,1040.140,1020.000,2663011.0,100.00,99.50,50.2,0.0,1.009082306069501,0.0,0.0,99.91122687577523,0.9970707123167191,0.0,99.47040328910563,1.0067854625427668,0.0,50.171644567404634,0.9859918225683121,0.0,0.0,0.0,0.0,0.00272936575252646,0.27330938622520673,0.2325427905338513,-1.1200098340830016,0,False,2663011.0,0.0,1006.2448806824318,0.0,1116.095,82.76278851729131,0.0,0.0,0.0,0,0.08877312422477246,100.0,0.0,0,0,0.029596710894367106,99.5,0.0,0.0,0.0,0.028355432595368768,50.2,0.0,0,0,0.0,0.0,0.0,0.0,0.27330938622520673,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
2020-01-07,1025.660,1043.08,1043.080,1019.860,2675921.0,100.00,99.50,50.2,0.0,1.0107179652128624,0.0,0.0,99.95612718520778,0.9970779937269533,0.0,99.49006990740779,1.006791328320766,0.0,50.16943479402238,0.9860094440117636,0.0,0.0,0.0,0.0,0.015263342357987902,1.5380422085507384,0.004847895859235951,-1.1186843902159478,0,False,2675921.0,0.0,1009.752987284105,0.0,1116.095,82.76278851729131,0.0,0.0,0.0,0,0.04387281479222338,100.0,0.0,0,0,0.009930092592213668,99.5,0.0,0.0,0.0,0.030565205977623577,50.2,0.0,0,0,0.0,0.0,0.0,0.0,1.5380422085507384,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
2020-01-08,1035.840,1051.16,1059.440,1034.510,3207626.0,100.00,99.50,50.2,0.0,1.01074316556367,0.0,0.0,100.00115135488872,0.9970852754166547,0.0,99.50978433535839,1.006797299486856,0.0,50.16724162538698,0.9860270745492054,0.0,0.0,0.0,0.0,0.007716441374973174,0.7746289833953535,0.19869981213944654,-1.0640953018091484,0,False,3207626.0,0.0,1013.6965123046664,0.0,1116.095,82.76278851729131,0.0,0.0,0.0,0,-0.0011513548887194247,100.0,0.0,0,0,-0.00978433535838974,99.5,0.0,0.0,0.0,0.032758374613024444,50.2,0.0,0,0,0.0,1000.0,0.0,0.0,0.7746289833953535,0.0,0.0,0.0,0,0,0.0,-1.064402209595668,0.0,0
2020-01-09,1060.580,1078.31,1081.400,1060.580,2843420.0,100.00,99.50,50.2,0.0,1.0129179083472695,0.0,0.0,100.04634575553506,0.9977572942820522,0.0,99.5295636612098,1.008796210279653,0.0,50.165074134751755,0.9860447141829554,0.0,0.0,0.0,0.0,0.025500684446042345,2.582860839453538,-0.11354378596507197,-1.101487603051918,0,False,2843420.0,0.0,1019.8501777994601,0.0,1116.095,82.76278851729131,0.0,0.0,0.0,0,-0.046345755535057265,100.0,0.0,0,0,-0.02956366120980647,99.5,0.0,0.0,0.0,0.03492586524824759,50.2,0.0,0,0,0.0,1019.72,0.0,0.0,2.582860839453538,0.0,0.0,0.0,0,0,0.0,-0.2386286575376111,0.0,0
2020-01-10,1082.310,1076.44,1088.540,1076.440,2515474.0,100.00,99.50,50.2,0.0,1.0146108145063237,0.0,0.0,100.09175667790859,0.9977627578400483,0.0,99.54942429374671,1.0088021013826831,0.0,50.16294367025721,0.9860623629153328,0.0,0.0,0.0,0.0,-0.001735700632994256,-0.17341951757842144,-0.11533505426563784,-1.1351571626510495,0,False,2515474.0,0.0,1025.239684675702,0.0,1116.095,82.76278851729131,0.0,0.0,0.0,0,-0.09175667790859166,100.0,0.0,0,0,-0.049424293746710646,99.5,0.0,0.0,0.0,0.03705632974279638,50.2,0.0,0,0,0.0,1024.48,0.0,0.0,-0.17341951757842144,0.0,0.0,0.0,0,0,0.0,-0.11353864144931625,0.0,0
2020-01-13,1076.760,1105.85,1105.850,1069.780,2466259.0,100.00,99.50,50.2,0.0,1.0188258754200854,0.0,0.0,100.13742719431593,0.9977682216179826,0.0,99.56938058872178,1.0088080991976425,0.0,50.16086400545113,0.9860800207486581,0.0,0.0,0.0,0.0,0.0269549699457028,2.732154137713194,-0.019564901088224285,-1.1402099682216962,0,False,2466259.0,0.0,1032.9168575637302,0.0,1116.095,82.76278851729131,0.0,0.0,0.0,0,-0.13742719431593287,100.0,0.0,0,0,-0.06938058872178487,99.5,0.0,0.0,0.0,0.03913599454887162,50.2,0.0,0,0,0.0,1027.28,0.0,0.0,2.732154137713194,0.0,0.0,0.0,0,0,0.0,0.002600244572167343,0.0,0
2020-01-14,1107.780,1118.31,1133.900,1107.780,3262463.0,100.00,99.50,50.2,0.0,1.0127126759000642,0.0,0.0,100.18339400507212,0.997773685615864,0.0,99.589443469645,1.0088142037360646,0.0,50.158851487237555,0.9860976876852523,0.0,0.0,0.0,0.0,0.011204347123757688,1.1267350906542406,0.32283876105469855,-1.0584652967481396,0,False,3262463.0,0.0,1041.049537795756,0.0,1116.095,82.76278851729131,0.0,0.0,0.0,0,-0.18339400507211678,100.0,0.0,0,0,-0.08944346964500482,99.5,0.0,0.0,0.0,0.04114851276244735,50.2,0.0,0,0,0.0,1043.08,0.0,0.0,1.1267350906542406,0.0,0.0,0.0,0,0,0.0,-0.147069625996185,0.0,0
