trade_date,Open,Close,High,Low,Volume,CPI,PPI,PMI,Close_Trend,Close_Seasonal,Close_Residual,Log_Return,Daily_PCT_Change,Mean,EMA,Volatility,Long_Mean,Long_Volatility,Lag_22,Lag_60,Volume_Change,Volume_Zscore,Volume_Anomaly_Zscore,Volume_outlier,Volume_corrected,CPI_Volatility,PPI_Volatility,PMI_Volatility,CPI_MOM,PPI_MOM,PMI_MOM,CPI_Trend,CPI_Cycle,PPI_Trend,PPI_Cycle,PMI_Trend,PMI_Cycle,Return,High_Inflation,Economic_Expansion,PMI_Price_Corr,Stagflation_Risk,Macro_Trend,Divergence_Trend
2005-01-04,996.68,986.93,996.68,984.8,2323762.0,100.6,105.8,54.7,0.0,1.0150380387116638,0.0,0.0,0.0,0.0,986.93,0.0,0.0,0.0,0.0,0.0,0.0,-1.3375636657011705,0,False,2323762.0,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.4468679380635,0.1531320619364891,105.86144550404411,-0.06144550404411575,54.675841642536305,0.024158357463697655,0.0,0,0,0.0,0,86.99471836154798,0.0
2005-01-05,986.57,1003.63,1008.86,985.68,3486101.0,100.6,105.8,54.7,0.0,1.019900004245646,0.0,0.016779591500321177,1.6921159555389087,0.0,988.5204761904761,0.0,0.0,0.0,0.0,0.0,0.5001970941946723,-1.3175046636926306,0,False,3486101.0,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.46666954619519,0.13333045380480257,105.85585781816553,-0.05585781816553492,54.66809881731304,0.03190118268696551,1.6921159555389087,0,0,0.0,0,86.99687539389124,0.0
2005-01-06,1003.49,994.6,1003.49,990.79,2933905.0,100.6,105.8,54.7,0.0,1.0205859171987484,0.0,-0.009038060152265813,-0.8997339657044856,0.0,989.0994784580498,0.0,0.0,0.0,0.0,0.0,-0.15839931201075352,-1.327034156098123,0,False,2933905.0,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.48648178849785,0.11351821150213937,105.85026586523807,-0.050265865238074525,54.66035766975348,0.039642330246522306,-0.8997339657044856,0,0,0.0,0,86.9990351078298,0.0
2005-01-07,993.43,997.61,1009.0,990.45,3391626.0,100.6,105.8,54.7,0.0,1.0153988666397125,0.0,0.003021772092686634,0.3026342248140024,0.0,989.9100043191879,0.0,0.0,0.0,0.0,0.0,0.15601084561361045,-1.3191350608614056,0,False,3391626.0,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.50632455820174,0.09367544179825416,105.84466149919767,-0.04466149919767304,54.65262209288125,0.047377907118750784,0.3026342248140024,0,0,0.0,0,87.00120271676023,0.0
2005-01-10,996.93,1006.34,1006.46,993.12,2949405.0,100.6,105.8,54.7,0.0,1.02270927860144,0.0,0.008712847353630017,0.8750914686099787,0.0,991.4747658125985,0.0,0.0,0.0,0.0,0.0,-0.13038613337673433,-1.326766665692026,0,False,2949405.0,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.52622563174623,0.07377436825376549,105.83903308329516,-0.03903308329516619,54.64489873265957,0.05510126734043297,0.8750914686099787,0,0,0.0,0,87.00338581590033,0.0
2005-01-11,1006.21,1008.34,1009.5,999.86,3136115.0,100.6,105.8,54.7,0.0,1.0243625766396052,0.0,0.0019854276182690385,0.1987399884730845,0.0,993.0809785923511,0.0,0.0,0.0,0.0,0.0,0.06330429357785716,-1.3235445280325184,0,False,3136115.0,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.54621929080969,0.0537807091903062,105.83336587928842,-0.03336587928842505,54.63719752518407,0.06280247481593193,0.1987399884730845,0,0,0.0,0,87.00559423176072,0.0
2005-01-12,1008.01,1008.62,1008.74,998.36,3196393.0,100.6,105.8,54.7,0.0,1.0361671156141337,0.0,0.0002776455673872046,0.027768411448514385,0.0,994.5608853930796,0.0,0.0,0.0,0.0,0.0,0.019220596183494587,-1.3225042837293755,0,False,3196393.0,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.56634494029058,0.0336550597094174,105.82764243830454,-0.027642438304539496,54.629532233027334,0.07046776697266921,0.027768411448514385,0,0,0.0,0,87.0078398705408,0.0
2005-01-13,1008.1,1013.07,1014.84,1005.35,4715733.0,100.6,105.8,54.7,0.0,1.0418032934863437,0.0,0.004402264626845143,0.4411968828696766,0.0,996.3236582127863,0.0,0.0,0.0,0.0,0.0,0.4753295355108087,-1.296284356400382,0,False,4715733.0,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.58664571985884,0.013354280141157915,105.82184299439572,-0.021842994395726123,54.621920980044926,0.07807901995507649,0.4411968828696766,0,0,0.0,0,87.01013656476648,0.0
2005-01-14,1012.7,1000.17,1019.48,999.27,4016937.0,100.6,105.8,54.7,0.0,1.0463222861975492,0.0,-0.012815339005681632,-1.273357221119975,0.0,996.6899764782353,0.0,0.0,0.0,0.0,0.0,-0.14818396206909934,-1.3083437903241855,0,False,4016937.0,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.60716710634134,-0.007167106341341878,105.81594586200039,-0.015945862000393163,54.61438678368734,0.08561321631266594,-1.273357221119975,0,0,0.0,0,87.01249991734302,0.0
2005-01-17,990.99,977.52,991.02,974.33,4358603.0,100.6,105.8,54.7,0.0,1.056394548919269,0.0,-0.022906512525507624,-2.2646150154473688,0.0,994.8642644326891,0.0,0.0,0.0,0.0,0.0,0.08505635014937996,-1.3024475079313123,0,False,4358603.0,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.62795550394551,-0.027955503945520377,105.80992783868236,-0.00992783868235847,54.606958083559206,0.09304191644079651,-2.2646150154473688,0,0,0.0,0,87.01494714206235,0.0
