trade_date,Open,Close,High,Low,Volume,CPI,PPI,PMI,Close_Trend,Close_Seasonal,Close_Residual,CPI_Trend,CPI_Cycle,PPI_Trend,PPI_Cycle,PMI_Trend,PMI_Cycle,Log_Return,Daily_PCT_Change,Volume_Change,Volume_Zscore,Volume_Anomaly_Zscore,Volume_outlier,Volume_corrected,Mean,EMA,Volatility,Long_Mean,Long_Volatility,CPI_Volatility,PPI_Volatility,PMI_Volatility,CPI_MoM,PPI_MoM,PMI_MoM,Lag_22,Lag_60,Return,Economic_Expansion,PMI_Price_Corr
2010-06-01,986.020,973.23,994.790,948.120,1356285.0,99.90,107.10,53.9,0.0,0.9998337340900825,0.0,99.98280498244212,-0.08280498244211287,107.20771232387332,-0.1077123238733293,54.19122335482985,-0.29122335482985306,0.0,0.0,0.0,-1.0087310068259112,0,False,1356285.0,0.0,973.23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0
2010-06-02,967.610,997.12,997.120,952.610,1074627.0,99.90,107.10,53.9,0.0,0.9959953177017048,0.0,99.96287969684084,-0.06287969684083805,107.18645492878252,-0.0864549287825298,54.1278001147619,-0.227800114761898,0.024250687227455058,2.454712657850666,-0.20766874218914166,-1.0129530569973006,0,False,1074627.0,0.0,975.5052380952382,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.454712657850666,0,0.0
2010-06-03,1002.350,998.39,1026.700,997.780,1616805.0,99.90,107.10,53.9,0.0,0.9971408358365629,0.0,99.94294866089356,-0.042948660893557644,107.1651900536692,-0.06519005366921249,54.064356650849845,-0.16435665084984663,0.0012728577370874803,0.12736681643132908,0.504526686934164,-1.0048258150307188,0,False,1616805.0,0.0,977.684739229025,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.12736681643132908,0,0.0
2010-06-04,989.680,1027.68,1027.680,986.500,1500295.0,99.90,107.10,53.9,0.0,0.9957139179432509,0.0,99.92300175760865,-0.02300175760863965,107.14390421469642,-0.04390421469642547,54.00085691979721,-0.10085691979720934,0.02891513197012101,2.9337232945041647,-0.0720618751179023,-1.006572298586906,0,False,1500295.0,0.0,982.4461926357845,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.9337232945041647,0,0.0
2010-06-07,1005.030,1069.47,1075.220,1001.700,2655275.0,99.90,107.10,53.9,0.0,1.0024306691426705,0.0,99.90302588744858,-0.003025887448572462,107.12257940094008,-0.02257940094008859,53.93725346465117,-0.03725346465117241,0.03985936412867202,4.066440915460068,0.769835265731073,-0.9892591617083109,0,False,2655275.0,0.0,990.7341742895194,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.066440915460068,0,0.0
2010-06-08,1067.320,1067.15,1075.500,1050.960,1976720.0,99.90,107.10,53.9,0.0,0.9992914407855457,0.0,99.88300635353156,0.016993646468449697,107.10119455257231,-0.001194552572314933,53.87349182450614,0.0265081754938592,-0.0021716551485771968,-0.21692988115608047,-0.2555498018096054,-0.9994306933319365,0,False,1976720.0,0.0,998.0118719762319,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.21692988115608047,0,0.0
2010-06-09,1070.850,1077.82,1102.100,1069.430,2541568.0,99.90,107.10,53.9,0.0,0.9953784299725813,0.0,99.86292824884471,0.037071751155295374,107.07972704175133,0.02027295824866826,53.8095149514104,0.09048504858959916,0.00994893915607918,0.9998594386918302,0.28575013153102113,-0.9909636283268276,0,False,2541568.0,0.0,1005.6126460737336,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.9998594386918302,0,0.0
2010-06-10,1077.680,1117.48,1119.110,1076.280,2197404.0,99.90,107.10,53.9,0.0,0.9974146727316583,0.0,99.84277784648957,0.05722215351043758,107.05815415768035,0.0418458423196455,53.745267638257765,0.1547323617422336,0.03613566759019018,3.6796496632090836,-0.13541404361402098,-0.99612264271728,0,False,2197404.0,0.0,1016.266679780997,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.6796496632090836,0,0.0
2010-06-11,1122.440,1122.2,1128.230,1118.710,2224874.0,99.90,107.10,53.9,0.0,0.9961581295412921,0.0,99.82254399399486,0.0774560060051499,107.03645459740692,0.06354540259307839,53.680700961626,0.21929903837399678,0.004214894081025114,0.4223789240075826,0.012501114952006898,-0.9957108677341158,0,False,2224874.0,0.0,1026.3555674209022,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.4223789240075826,0,0.0
2010-06-17,1126.130,1064.84,1129.690,1064.840,1764283.0,99.90,107.10,53.9,0.0,0.9925845159708765,0.0,99.8022195126499,0.09778048735010714,107.01460996393983,0.08539003606016138,53.61577674339574,0.28422325660425685,-0.05246649120149956,-5.1113883443236645,-0.20701891432953057,-1.0026151215117127,0,False,1764283.0,0.0,1030.0207514760543,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-5.1113883443236645,0,0.0
2010-06-18,1052.070,1000.28,1053.140,993.170,1630650.0,99.90,107.10,53.9,0.0,0.9838912086551634,0.0,99.78180260263329,0.11819739736671409,106.99260627316302,0.10739372683697468,53.550472034547504,0.349527965452495,-0.06254459232591933,-6.062882686600801,-0.07574351733820484,-1.0046182786404052,0,False,1630650.0,0.0,1027.1882989545254,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-6.062882686600801,0,0.0
2010-06-21,991.960,1040.8,1043.160,976.410,1574797.0,99.90,107.10,53.9,0.0,0.9836989915259969,0.0,99.76129825443529,0.13870174556471682,106.97043547082404,0.1295645291759513,53.48478362378794,0.415216376212058,0.039709687408842544,4.050865757587863,-0.03425198540459329,-1.0054555144662032,0,False,1574797.0,0.0,1028.4846514350468,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4.050865757587863,0,0.0
2010-06-22,1037.040,1034.99,1057.360,1033.650,1427162.0,99.90,107.10,53.9,0.0,0.9826368642473462,0.0,99.74071966669872,0.15928033330128244,106.94809696056817,0.15190303943182926,53.41873257259912,0.4812674274008799,-0.005597883381250679,-0.5582244427363547,-0.09374859108824818,-1.0076685614133984,0,False,1427162.0,0.0,1029.104208441233,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.5582244427363547,0,0.0
2010-06-23,1026.860,1047.34,1056.350,1023.740,1257359.0,99.90,107.10,53.9,0.0,0.9893047953652602,0.0,99.72008967013213,0.17991032986788014,106.92559914357744,0.174400856422551,53.35236877693366,0.5476312230663396,0.011861851682527265,1.1932482439443781,-0.11897948516005896,-1.0102139064249103,0,False,1257359.0,0.0,1030.8409504944489,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.1932482439443781,0,0.0
2010-06-24,1046.760,1050.6,1059.750,1041.540,1069132.0,99.90,107.10,53.9,0.0,0.9905914376630355,0.0,99.69944215657827,0.2005578434217341,106.9029609698561,0.19703903014389823,53.28577555409333,0.6142244459066717,0.0031078130202889286,0.31126472778657543,-0.1497002844851788,-1.013035426983922,0,False,1069132.0,0.0,1032.7227647330728,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.31126472778657543,0,0.0
2010-06-25,1046.210,1016.28,1046.210,999.160,1237298.0,99.90,107.10,53.9,0.0,0.9811772660383817,0.0,99.67882351165285,0.22117648834715453,106.88021350057889,0.2197864994211045,53.21907425132591,0.6809257486740918,-0.033212527798353195,-3.266704740148485,0.15729208367161407,-1.0105146205835291,0,False,1237298.0,0.0,1031.1567871394468,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-3.266704740148485,0,0.0
