trade_date,Open,Close,High,Low,Volume,CPI,PPI,PMI,Daily_PCT_Change,Mean,EMA,Volatility,Long_Mean,Long_Volatility,Lag_22,Lag_60,Close_Trend,Close_Seasonal,Close_Residual,Volume_Change,Volume_Zscore,Volume_Anomaly_Zscore,Volume_outlier,Volume_corrected
2010-07-08,912.0,905.51,914.3,887.03,1098087.0,99.4,106.4,52.1,-0.334599086456433,989.2795,954.0450020916626,86.10548197445182,0.0,0.0,998.39,0.0,0.0,0.9806855132245303,0.0,0.04963380432476039,-1.01178757972617,0,False,1098087.0
2010-07-09,903.5,932.15,936.53,896.89,1451460.0,99.4,106.4,52.1,2.9419884926726425,982.5295,951.9597637972184,84.96365832859931,0.0,0.0,1027.68,0.0,0.0,0.9912752261140366,0.0,0.32180783489832776,-1.0064741951714862,0,False,1451460.0
2010-07-12,931.53,930.17,941.07,924.06,1263617.0,99.4,106.4,52.1,-0.2124121654240252,975.1469999999999,949.8845481974834,82.63071087676795,0.0,0.0,1069.47,0.0,0.0,0.9849393866208798,0.0,-0.12941658743609885,-1.0092986387336866,0,False,1263617.0
2010-07-13,924.95,931.08,936.64,906.3,1468657.0,99.4,106.4,52.1,0.09783157917371277,965.827,948.0936388453421,75.97604290688933,0.0,0.0,1067.15,0.0,0.0,0.9814157040794455,0.0,0.1622643570005784,-1.006215617764081,0,False,1468657.0
2010-07-14,929.75,922.36,937.93,916.07,1423586.0,99.4,106.4,52.1,-0.9365468058598614,955.8349999999998,945.6428160981667,66.93079163151342,0.0,0.0,1077.82,0.0,0.0,0.9869602809879803,0.0,-0.030688581472733234,-1.0068933140093068,0,False,1423586.0
2010-07-15,920.05,892.56,930.55,892.56,1175880.0,99.4,106.4,52.1,-3.230842621102392,947.2209999999999,940.5873098031032,63.14248806427716,0.0,0.0,1117.48,0.0,0.0,0.9887250027101486,0.0,-0.17400143019108083,-1.0106178691804788,0,False,1175880.0
2010-07-16,885.07,892.3,895.06,869.02,1009312.0,99.4,106.4,52.1,-0.029129694362284297,941.8219999999999,935.9885183932838,62.98311257371852,0.0,0.0,1122.2,0.0,0.0,0.9874024042438628,0.0,-0.14165391026295204,-1.0131224177410778,0,False,1009312.0
2010-07-19,881.66,908.05,910.18,878.07,938802.0,99.4,106.4,52.1,1.7651014232881401,935.1845000000001,933.3277071177329,58.86351398518633,0.0,0.0,1064.84,0.0,0.0,0.9941011224555012,0.0,-0.06985946862813486,-1.0141826196946815,0,False,938802.0
2010-07-20,909.54,937.02,937.54,909.54,1365808.0,99.4,106.4,52.1,3.1903529541324804,930.2859999999998,933.6793540589011,53.99594403871086,0.0,0.0,1000.28,0.0,0.0,0.9956080510495929,0.0,0.4548413829540201,-1.0077620751563117,0,False,1365808.0
2010-07-21,940.1,941.25,959.04,938.16,1665745.0,99.4,106.4,52.1,0.4514311327399545,924.9814999999999,934.4003679580534,46.59539928441112,0.0,0.0,1040.8,0.0,0.0,0.9994130740507203,0.0,0.219604073193304,-1.0032521645995396,0,False,1665745.0
2010-07-22,938.22,950.21,950.21,932.02,1326602.0,99.4,106.4,52.1,0.9519256308101021,919.9620000000001,935.9060472001436,36.709424804451814,0.0,0.0,1034.99,0.0,0.0,0.9974778418398795,0.0,-0.20359838990961998,-1.0083515841308257,0,False,1326602.0
2010-07-23,951.84,960.59,964.74,948.13,1721251.0,99.4,106.4,52.1,1.0923901032403371,917.1775000000001,938.2568998477489,30.627184325968656,0.0,0.0,1047.34,0.0,0.0,0.996627183822245,0.0,0.2974886213046566,-1.0024175656825531,0,False,1721251.0
2010-07-26,962.76,966.15,966.73,954.76,1476035.0,99.4,106.4,52.1,0.5788109391103413,916.0935,940.9133855765347,28.28938135823399,0.0,0.0,1050.6,0.0,0.0,0.9932523299808977,0.0,-0.14246382427664528,-1.0061046807336786,0,False,1476035.0
2010-07-27,963.54,957.97,968.04,955.73,1361821.0,99.4,106.4,52.1,-0.8466594214148859,918.3264999999999,942.5378250454361,29.781361581223873,0.0,0.0,1016.28,0.0,0.0,0.9931829740096245,0.0,-0.07737892394150547,-1.0078220244569642,0,False,1361821.0
2010-07-28,955.19,972.53,972.53,954.52,1566182.0,99.4,106.4,52.1,1.5198805808114946,920.9875,945.3942226601564,32.15676582241928,0.0,0.0,987.83,0.0,0.0,1.0018322010847676,0.0,0.15006450921229741,-1.004749213062263,0,False,1566182.0
2010-07-29,974.29,975.36,982.02,965.61,1794193.0,99.4,106.4,52.1,0.2909935940279551,925.646,948.2481062163321,32.97860907985848,0.0,0.0,913.31,0.0,0.0,1.0005788634072401,0.0,0.14558397427629743,-1.001320795708085,0,False,1794193.0
2010-07-30,971.66,968.43,971.66,955.92,1458486.0,99.4,106.4,52.1,-0.7105068897637845,930.4114999999999,950.1701913385862,31.85615255372712,0.0,0.0,919.31,0.0,0.0,0.9947713529458646,0.0,-0.1871075185334019,-1.0063685508809455,0,False,1458486.0
2010-08-02,968.45,994.23,994.23,968.45,1810364.0,99.4,106.4,52.1,2.664105820761442,937.0094999999999,954.3663635920542,30.642539656153954,0.0,0.0,882.19,0.0,0.0,1.0044668283912974,0.0,0.2412625146898908,-1.0010776454344823,0,False,1810364.0
2010-08-03,995.2,975.65,996.26,975.65,1757058.0,99.4,106.4,52.1,-1.868782877201458,941.1060000000001,956.3933765832871,30.020888061481813,0.0,0.0,873.12,0.0,0.0,1.0084315510258322,0.0,-0.029444907212030302,-1.0018791647273315,0,False,1757058.0
2010-08-04,971.41,978.01,978.01,955.93,1446165.0,99.4,106.4,52.1,0.24189002203658383,944.579,958.452102622974,30.074117373407585,0.0,0.0,862.27,0.0,0.0,1.003930414542596,0.0,-0.17693952049391648,-1.0065538118123076,0,False,1446165.0
2010-08-05,980.27,987.35,998.1,978.33,1770399.0,99.4,106.4,52.1,0.9550004601180051,948.6709999999999,961.204283325548,30.046175498809944,0.0,0.0,893.72,0.0,0.0,1.0089005537625377,0.0,0.2242026324796964,-1.0016785668793238,0,False,1770399.0
2010-08-06,987.97,1011.39,1011.39,985.63,1899061.0,99.4,106.4,52.1,2.434800222818656,952.633,965.9838753897816,32.8469026177351,0.0,0.0,908.55,0.0,0.0,1.0091145988801706,0.0,0.07267401303322019,-0.999743980242612,0,False,1899061.0
2010-08-09,1013.24,1032.34,1032.34,1013.24,2091995.0,99.4,106.4,52.1,2.071406677938281,957.7415000000001,972.3035063050405,36.86828993721792,0.0,0.0,905.51,0.0,0.0,1.0088744692547227,0.0,0.10159441955787618,-0.996842987422919,0,False,2091995.0
2010-08-10,1031.98,993.99,1034.33,993.99,2177071.0,99.4,106.4,52.1,-3.714861382877721,960.887,974.3688866569414,37.156411942235245,0.0,0.0,932.15,0.0,0.0,1.0083734698681295,0.0,0.040667401212717946,-0.9955637682851403,0,False,2177071.0
2010-08-11,991.28,1004.64,1006.45,990.94,1615078.0,99.4,106.4,52.1,1.0714393504964725,965.0009999999999,977.2518498324707,37.22115653340506,0.0,0.0,930.17,0.0,0.0,1.0088206680999765,0.0,-0.25814178775060626,-1.0040140033796168,0,False,1615078.0
2010-08-12,994.05,991.78,1007.58,987.98,1689189.0,99.4,106.4,52.1,-1.2800605191909509,969.9620000000001,978.6354831817592,33.4821722555064,0.0,0.0,931.08,0.0,0.0,1.0115914071662364,0.0,0.04588694787496328,-1.0028996560957772,0,False,1689189.0
2010-08-13,992.63,1007.21,1007.52,986.62,1471798.0,99.4,106.4,52.1,1.5557885821452455,975.7075000000001,981.3568657358774,29.015307371147077,0.0,0.0,922.36,0.0,0.0,1.0115187305817757,0.0,-0.1286954864138945,-1.0061683890825286,0,False,1471798.0
2010-08-16,1007.5,1030.22,1031.05,1005.05,1880400.0,99.4,106.4,52.1,2.284528549160547,981.816,986.0104975705557,26.797165089653507,0.0,0.0,892.56,0.0,0.0,1.0167282190751359,0.0,0.2776209778787577,-1.0000245706362612,0,False,1880400.0
2010-08-17,1031.07,1033.58,1036.82,1023.08,1800777.0,99.4,106.4,52.1,0.3261439304226288,986.644,990.54092637336,26.99932891953621,0.0,0.0,892.3,0.0,0.0,1.0254498722115013,0.0,-0.04234365028717291,-1.0012217974147575,0,False,1800777.0
2010-08-18,1033.71,1026.72,1035.61,1018.5,1643501.0,99.4,106.4,52.1,-0.6637125331372395,990.9175000000001,993.98655243304,26.188110977674405,0.0,0.0,908.05,0.0,0.0,1.020958331616477,0.0,-0.08733785471493694,-1.0035866296719544,0,False,1643501.0
2010-08-19,1026.98,1025.53,1033.25,1021.7,1624534.0,99.4,106.4,52.1,-0.11590306997039113,994.6834999999999,996.9906902965599,25.43080959346344,0.0,0.0,937.02,0.0,0.0,1.0199196213347534,0.0,-0.011540607520165835,-1.003871821140597,0,False,1624534.0
2010-08-20,1021.46,995.94,1022.45,993.56,1870224.0,99.4,106.4,52.1,-2.8853373377668023,996.4509999999998,996.8906245540304,24.131794249169616,0.0,0.0,941.25,0.0,0.0,1.0225399650339706,0.0,0.15123721633403786,-1.0001775789340892,0,False,1870224.0
2010-08-23,994.94,995.61,1001.18,991.52,1456014.0,99.4,106.4,52.1,-0.03313452617628165,997.924,996.7686603107895,23.060205504174984,0.0,0.0,950.21,0.0,0.0,1.017212876824464,0.0,-0.22147614403408367,-1.0064057203495216,0,False,1456014.0
2010-08-24,993.58,1004.98,1007.76,987.22,1365051.0,99.4,106.4,52.1,0.9411315675816878,1000.2744999999999,997.5506926621429,21.08461211779674,0.0,0.0,960.59,0.0,0.0,1.0139344584121848,0.0,-0.06247398720067254,-1.0077734575542536,0,False,1365051.0
2010-08-25,1000.27,976.88,1002.33,976.55,1501342.0,99.4,106.4,52.1,-2.7960755437919205,1000.492,995.5820552657483,20.803916281114603,0.0,0.0,966.15,0.0,0.0,1.020346164311291,0.0,0.099843156043254,-1.005724159802749,0,False,1501342.0
2010-08-26,978.6,980.63,984.87,973.0,1288066.0,99.4,106.4,52.1,0.38387519449676333,1000.7555,994.1580500023437,20.499998324776417,982.2723333333332,59.11878139058138,957.97,0.0,0.0,1.0181326300578626,0.0,-0.14205690642105528,-1.0089310188561706,0,False,1288066.0
2010-08-27,978.51,999.46,1000.86,975.72,1216242.0,99.4,106.4,52.1,1.9201941608965711,1002.307,994.6629976211682,19.047511261663686,982.7095,59.14775719418025,972.53,973.23,0.0,1.0268084963982895,0.0,-0.05576111783091864,-1.0100109783670999,0,False,1216242.0
2010-08-30,1002.99,1024.93,1025.15,1002.99,1645412.0,99.4,106.4,52.1,2.548376123106477,1003.842,997.545569276295,19.591598252958104,983.1730000000001,59.37113832009401,975.36,997.12,0.0,1.0138420854092034,0.0,0.3528656303597475,-1.0035578955075333,0,False,1645412.0
2010-08-31,1020.75,1025.57,1029.8,1015.13,1534699.0,99.4,106.4,52.1,0.062443288809954645,1006.338,1000.2145626785526,18.981293450465397,983.6260000000001,59.59249011951149,968.43,998.39,0.0,1.0082078554497524,0.0,-0.0672858834140021,-1.005222597519862,0,False,1534699.0
2010-09-01,1025.68,995.59,1029.81,987.59,1864362.0,100.6,104.3,51.7,-2.9232524352311273,1007.217,999.7741281377381,17.981118196013195,983.0911666666667,59.333851117606834,994.23,1027.68,0.0,1.008582524499983,0.0,0.2148062910055979,-1.0002657210962227,0,False,1864362.0
2010-09-02,1001.6,1014.92,1018.28,996.52,1630857.0,100.6,104.3,51.7,1.9415622896975515,1008.5955,1001.2165921246201,17.42612209631964,982.182,58.39840144085678,975.65,1069.47,0.0,1.0036134669537053,0.0,-0.12524659910468028,-1.0037767472935877,0,False,1630857.0
2010-09-03,1017.64,1036.7,1045.21,1017.51,2289365.0,100.6,104.3,51.7,2.1459819493162113,1009.8609999999999,1004.5959643032277,18.524164559613205,981.6745,57.77648663790785,978.01,1067.15,0.0,1.0054121015138153,0.0,0.40378034370885985,-0.9938752940520108,0,False,2289365.0
2010-09-06,1039.46,1010.76,1043.24,1007.43,1813080.0,100.6,104.3,51.7,-2.502170348220323,1008.7819999999999,1005.1830153219679,17.75856608720802,980.5568333333333,56.520025024634556,987.35,1077.82,0.0,1.0081588499550413,0.0,-0.20804240477162883,-1.0010368071348654,0,False,1813080.0
2010-09-07,1010.11,1022.62,1022.62,1007.64,1284514.0,100.6,104.3,51.7,1.173374490482404,1010.2135000000001,1006.8436805293995,17.657069338699173,978.9758333333333,53.890608479999905,1011.39,1117.48,0.0,1.0155435311307799,0.0,-0.291529331303638,-1.0089844274129596,0,False,1284514.0
2010-09-08,1020.23,1026.33,1027.64,1016.84,1403818.0,100.6,104.3,51.7,0.3627936085740524,1011.2980000000001,1008.6995204789805,17.960226115094297,977.378,50.910978164116266,1032.34,1122.2,0.0,1.0046467550205573,0.0,0.09287870743331728,-1.0071905494683742,0,False,1403818.0
2010-09-09,1029.11,1021.83,1040.67,1019.69,1959802.0,100.6,104.3,51.7,-0.4384554675396668,1012.8004999999999,1009.9500423381252,17.492322067577028,976.6611666666668,49.95239802159001,993.99,1064.84,0.0,1.008134875573455,0.0,0.39605133998851705,-0.9988306668563712,0,False,1959802.0
2010-09-10,1021.87,1034.94,1037.51,1016.19,1812290.0,100.6,104.3,51.7,1.2829922785590586,1014.1869999999999,1012.3300383059228,18.11382347967114,977.2388333333332,50.4283067566683,1004.64,1000.28,0.0,1.0042011190063054,0.0,-0.07526882817754044,-1.0010486857271692,0,False,1812290.0
2010-09-13,1034.39,1042.48,1045.39,1033.25,1667889.0,100.6,104.3,51.7,0.7285446499313952,1014.8,1015.2014632291682,18.87636059927174,977.2668333333334,50.46465017139135,991.78,1040.8,0.0,1.006383428293464,0.0,-0.0796787489860894,-1.0032199270021984,0,False,1667889.0
2010-09-14,1044.3,1031.22,1046.13,1028.77,1590231.0,100.6,104.3,51.7,-1.0801166449236455,1014.682,1016.7270381597236,18.75980069471202,977.2040000000001,50.39385849048798,1007.21,1034.99,0.0,0.9988433536623843,0.0,-0.046560652417516946,-1.004387607661863,0,False,1590231.0
2010-09-15,1029.52,990.1,1030.02,987.05,1818273.0,100.6,104.3,51.7,-3.987509939683098,1012.851,1014.1911297635595,19.30228017618782,976.25,49.57882933918542,1030.22,1047.34,0.0,0.992316884247635,0.0,0.1434018076619057,-1.0009587241857083,0,False,1818273.0
2010-09-16,989.49,972.6,994.95,964.53,1442058.0,100.6,104.3,51.7,-1.767498232501763,1010.2045,1010.2300697860776,21.024157902907017,974.95,48.60940112741677,1033.58,1050.6,0.0,0.9902343152689949,0.0,-0.2069078735701405,-1.006615565456095,0,False,1442058.0
2010-09-17,976.07,972.23,981.73,967.55,967840.0,100.6,104.3,51.7,-0.03804236068271072,1009.019,1006.6110155207369,22.488321624206094,974.2158333333334,48.30630520980262,1026.72,1016.28,0.0,0.9893928743569715,0.0,-0.32884807684573025,-1.0137459987284534,0,False,967840.0
2010-09-20,972.45,949.2,975.26,947.41,923658.0,100.6,104.3,51.7,-2.3687810497516004,1006.6985000000001,1001.1432997568572,26.056199035122994,973.572,48.37915634664958,1025.53,987.83,0.0,0.991144631119825,0.0,-0.0456501074557778,-1.014410327798289,0,False,923658.0
2010-09-21,952.07,934.46,953.83,930.25,835858.0,100.6,104.3,51.7,-1.5528866413822229,1003.1725,994.7925093038232,30.664894015796747,973.9245,48.008263392702055,995.94,913.31,0.0,0.9932266110368593,0.0,-0.09505682839319318,-1.015730505525227,0,False,835858.0
2010-09-27,936.21,950.67,951.84,930.86,892936.0,100.6,104.3,51.7,1.7346916935984336,1001.8620000000001,990.5903655606019,32.3608336370412,974.4471666666666,47.57232588534271,995.61,919.31,0.0,0.9963994154764693,0.0,0.06828671855745827,-1.014872269713175,0,False,892936.0
2010-09-28,949.63,942.05,949.89,939.63,939433.0,100.6,104.3,51.7,-0.9067289385380817,999.933,985.9674736024493,34.754404658373026,975.4448333333333,46.21301388693589,1004.98,882.19,0.0,0.9918567655854488,0.0,0.0520720409973392,-1.014173131857031,0,False,939433.0
2010-09-29,941.27,926.76,944.17,924.41,831735.0,100.6,104.3,51.7,-1.6230561010562083,996.298,980.3286665926922,38.415528603610035,976.3388333333334,44.69383679847106,976.88,873.12,0.0,0.9902489142251701,0.0,-0.1146414911973499,-1.015792499748099,0,False,831735.0
2010-09-30,923.83,942.54,942.54,921.36,699737.0,100.6,104.3,51.7,1.7027062022530126,992.1785,976.7297459648167,39.583375999608194,977.6766666666667,42.36205496154519,980.63,862.27,0.0,0.9938674828636995,0.0,-0.158701990417621,-1.0177772471239572,0,False,699737.0
2010-10-08,946.47,959.86,963.18,945.62,1083960.0,100.6,104.3,51.7,1.8375877946824604,988.893,975.1231034919771,39.392513595459505,978.7790000000001,40.978266612635956,999.46,893.72,0.0,0.996590103335399,0.0,0.5490963033253922,-1.0119999960217103,0,False,1083960.0
2010-10-11,960.91,947.11,961.17,941.91,1446870.0,100.6,104.3,51.7,-1.3283187131456708,986.469,972.4551888736935,40.43649093266388,979.4216666666666,40.152234383514745,1024.93,908.55,0.0,0.993623836964555,0.0,0.33480017712830734,-1.006543211296391,0,False,1446870.0
2010-10-12,946.63,951.79,959.98,945.01,1240192.0,100.6,104.3,51.7,0.494134788989653,983.3125,970.4870756476274,40.56248589327514,980.1929999999999,39.14007674745431,1025.57,905.51,0.0,0.9961988330502133,0.0,-0.14284489967999892,-1.009650861549786,0,False,1240192.0
2010-10-13,951.33,962.74,962.74,940.65,1330516.0,100.6,104.3,51.7,1.1504638628268893,979.6145,969.7492589192819,38.770911841224944,980.7028333333334,38.70042973052995,995.59,932.15,0.0,0.9909294418527927,0.0,0.07283065847868708,-1.0082927324722466,0,False,1330516.0
2010-10-14,963.29,958.49,975.91,956.86,1396405.0,100.6,104.3,51.7,-0.44144836612169946,977.001,968.676948546017,38.32003954233805,981.1748333333333,38.24367635737556,1014.92,930.17,0.0,0.9898889219715916,0.0,0.04952138869431111,-1.0073020127655246,0,False,1396405.0
2010-10-15,954.12,944.25,957.77,937.12,1352498.0,100.6,104.3,51.7,-1.4856701687028573,973.0825000000001,966.3505724940154,37.40568854501078,981.3943333333334,37.988224819959065,1036.7,931.08,0.0,0.9896260008129588,0.0,-0.03144288369061987,-1.007962206882343,0,False,1352498.0
2010-10-18,941.87,932.36,941.87,913.82,1327875.0,100.6,104.3,51.7,-1.2592004236166243,968.384,963.1133751136331,36.24916179067248,981.561,37.745996519105724,1010.76,922.36,0.0,0.9890830362692028,0.0,-0.018205572207870224,-1.0083324430574043,0,False,1327875.0
2010-10-19,932.83,995.92,1005.59,932.32,2339086.0,100.6,104.3,51.7,6.817109271096999,967.0885000000001,966.2378155790013,34.6670045272846,983.2836666666666,35.930206118966446,1022.62,892.56,0.0,0.9929292910650859,0.0,0.7615257460227807,-0.9931276795103129,0,False,2339086.0
2010-10-20,986.65,1004.54,1024.58,986.03,2638132.0,100.6,104.3,51.7,0.8655313679813537,965.5685000000001,969.8856426667155,32.10738860285541,985.1543333333334,33.98196018760676,1026.33,892.3,0.0,0.9884947573146089,0.0,0.12784737286273362,-0.9886311662013164,0,False,2638132.0
2010-10-21,1001.68,991.84,1001.68,983.66,1569122.0,100.6,104.3,51.7,-1.2642602584267304,963.0364999999999,971.976533841314,27.37016821574041,986.5508333333332,32.44663171214042,1021.83,908.05,0.0,0.9846895007896826,0.0,-0.4052147504370517,-1.0047050066554615,0,False,1569122.0
2010-10-22,991.14,1013.45,1023.7,991.14,1765748.0,100.6,104.3,51.7,2.1787788352960247,962.1480000000001,975.9263877611888,25.24630115690801,987.8246666666668,31.965859248800488,1034.94,937.02,0.0,0.9909882608569346,0.0,0.12530956802594062,-1.0017485002119888,0,False,1765748.0
2010-10-25,1018.08,1039.05,1043.09,1018.08,2063689.0,100.6,104.3,51.7,2.5260249642310884,964.5955,981.9381603553612,30.020113340892504,989.4546666666666,32.044083642650385,1042.48,941.25,0.0,0.9837314211948095,0.0,0.16873359052367598,-0.997268601896025,0,False,2063689.0
2010-10-26,1041.53,1036.01,1041.91,1020.94,1838413.0,100.6,104.3,51.7,-0.29257494827005237,967.766,987.0878593691364,33.99524291798287,990.8846666666667,32.177246327846895,1031.22,950.21,0.0,0.9899513427090135,0.0,-0.10916179715063656,-1.0006558952629232,0,False,1838413.0
2010-10-27,1034.86,1030.59,1048.56,1028.7,1701689.0,100.6,104.3,51.7,-0.52316097334969,970.684,991.2309203815996,36.78850469772821,992.0513333333333,32.32887560977166,990.1,960.59,0.0,0.9947286394764819,0.0,-0.07437066643893397,-1.0027117036859057,0,False,1701689.0
2010-10-28,1024.7,1038.62,1038.62,1023.49,1592477.0,100.6,104.3,51.7,0.779165332479459,975.155,995.7441660595424,39.38235545333297,993.2591666666666,32.696458538941165,972.6,966.15,0.0,0.9846179943264693,0.0,-0.06417858962477863,-1.0043538363728572,0,False,1592477.0
2010-10-29,1042.4,1064.52,1069.75,1042.4,2235518.0,100.6,104.3,51.7,2.493693554909404,981.658,1002.2942454824431,42.890723153516724,995.0350000000001,33.62757436430877,972.23,957.97,0.0,0.9776002106395255,0.0,0.40379923854473243,-0.9946849479251592,0,False,2235518.0
