Date,Actual,Predicted
2021-08-05,3466.55,3412.0747
2021-08-06,3458.23,3415.9897
2021-08-09,3494.63,3417.9253
2021-08-10,3529.93,3427.0664
2021-08-11,3532.62,3441.6396
2021-08-12,3524.74,3455.11
2021-08-13,3516.3,3464.5754
2021-08-16,3517.34,3469.9797
2021-08-17,3446.98,3473.835
2021-08-18,3485.29,3461.7708
2021-08-19,3465.55,3456.9712
2021-08-20,3427.33,3446.0283
2021-08-23,3477.1299999999997,3426.4656
2021-08-24,3514.4699999999993,3419.0586
2021-08-25,3540.38,3420.178
2021-08-26,3501.66,3426.3428
2021-08-27,3522.16,3424.7246
2021-08-30,3528.1499999999996,3427.2563
2021-08-31,3543.94,3431.4834
2021-09-01,3567.1,3439.4895
2021-09-02,3597.0399999999995,3469.1162
2021-09-03,3581.73,3495.3884
2021-09-06,3621.86,3528.9673
2021-09-07,3676.59,3557.7861
2021-09-08,3675.19,3585.4924
2021-09-09,3693.13,3602.943
2021-09-10,3703.11,3616.309
2021-09-13,3715.3699999999994,3643.895
2021-09-14,3662.6,3661.217
2021-09-15,3656.22,3659.195
2021-09-16,3607.09,3651.29
2021-09-17,3613.97,3631.2354
2021-09-22,3628.49,3613.1628
2021-09-23,3642.22,3597.458
2021-09-24,3613.0700000000006,3587.8945
2021-09-27,3582.8300000000004,3573.9463
2021-09-28,3602.2200000000003,3556.911
2021-09-29,3536.2899999999995,3546.3901
2021-09-30,3568.17,3524.7097
2021-10-08,3592.17,3514.9497
2021-10-11,3591.71,3514.1475
2021-10-12,3546.94,3515.7107
2021-10-13,3561.76,3509.5837
2021-10-14,3558.28,3507.3809
2021-10-15,3572.37,3504.2988
2021-10-18,3568.14,3505.1348
2021-10-19,3593.15,3505.6782
2021-10-20,3587.0,3512.109
2021-10-21,3594.7800000000007,3517.2102
2021-10-22,3582.6,3524.083
2021-10-25,3609.86,3527.7705
2021-10-26,3597.64,3535.1885
2021-10-27,3562.31,3538.57
2021-10-28,3518.4200000000005,3533.7961
2021-10-29,3547.3399999999997,3520.687
2021-11-01,3544.48,3514.7917
2021-11-02,3505.63,3508.6736
2021-11-03,3498.54,3496.0886
2021-11-04,3526.87,3482.2979
2021-11-05,3491.5700000000006,3476.144
2021-11-08,3498.63,3464.1968
2021-11-09,3507.0,3455.246
2021-11-10,3492.4599999999996,3449.503
2021-11-11,3532.79,3444.6914
2021-11-12,3539.1,3452.7158
2021-11-15,3533.3,3464.4355
2021-11-16,3521.79,3476.8335
2021-11-17,3537.37,3487.934
2021-11-18,3520.71,3501.5815
2021-11-19,3560.37,3510.8992
2021-11-22,3582.08,3526.981
2021-11-23,3589.09,3544.6765
2021-11-24,3592.7,3560.713
2021-11-25,3584.18,3573.313
2021-11-26,3564.09,3580.109
2021-11-29,3562.7,3579.7078
2021-11-30,3563.89,3577.5315
2021-12-01,3576.8900000000003,3570.2002
2021-12-02,3573.84,3562.664
2021-12-03,3607.43,3553.653
