Date,Actual,Predicted
2022-04-28,5418.759999999999,5663.8896
2022-04-29,5627.9,5607.6733
2022-05-05,5686.7,5605.3643
2022-05-06,5563.77,5620.477
2022-05-09,5608.52,5615.8438
2022-05-10,5690.090000000001,5624.0615
2022-05-11,5737.82,5648.5435
2022-05-12,5743.1,5682.292
2022-05-13,5796.8,5712.19
2022-05-16,5791.08,5748.0815
2022-05-17,5816.34,5779.095
2022-05-18,5797.49,5807.011
2022-05-19,5838.410000000001,5825.6104
2022-05-20,5929.49,5844.558
2022-05-23,5965.73,5875.947
2022-05-24,5745.679999999999,5906.138
2022-05-25,5844.25,5891.8413
2022-05-26,5911.56,5892.1255
2022-05-27,5899.92,5899.6143
2022-05-30,5942.83,5900.806
2022-05-31,6026.240000000001,5906.313
2022-06-01,6023.640000000001,5922.408
2022-06-02,6078.429999999999,5933.4233
2022-06-06,6187.44,5949.787
2022-06-07,6186.57,5981.5
2022-06-08,6217.83,6007.796
2022-06-09,6130.69,6035.0522
2022-06-10,6240.1,6042.6616
2022-06-13,6233.620000000001,6070.4062
2022-06-14,6275.57,6093.726
2022-06-15,6261.06,6119.824
2022-06-16,6264.82,6165.833
2022-06-17,6316.31,6204.464
2022-06-20,6330.39,6241.182
2022-06-21,6276.999999999999,6271.9785
2022-06-22,6179.57,6285.122
2022-06-23,6300.47,6276.363
2022-06-24,6368.28,6286.8203
2022-06-27,6407.739999999999,6304.192
2022-06-28,6501.35,6326.0684
2022-06-29,6374.300000000001,6359.962
2022-06-30,6454.08,6368.804
2022-07-01,6438.54,6388.0347
2022-07-04,6523.13,6401.7095
2022-07-05,6511.529999999999,6427.152
2022-07-06,6418.55,6447.6226
2022-07-07,6452.99,6449.129
2022-07-08,6404.44,6453.864
2022-07-11,6319.139999999999,6448.559
2022-07-12,6241.4800000000005,6426.544
2022-07-13,6268.49,6392.67
2022-07-14,6302.43,6365.307
2022-07-15,6196.8,6346.7227
2022-07-18,6312.36,6313.0835
2022-07-19,6335.71,6303.777
2022-07-20,6410.709999999999,6300.061
2022-07-21,6347.6,6312.345
2022-07-22,6289.53,6314.5967
2022-07-25,6231.24,6306.6514
2022-07-26,6307.960000000001,6290.198
2022-07-27,6332.23,6286.8384
2022-07-28,6348.17,6287.604
2022-07-29,6294.109999999999,6291.5747
2022-08-01,6347.22,6284.813
2022-08-02,6169.999999999999,6285.2954
2022-08-03,6124.31,6253.591
2022-08-04,6158.73,6216.291
2022-08-05,6270.510000000001,6186.4907
2022-08-08,6323.07,6177.941
2022-08-09,6341.48,6178.612
2022-08-10,6322.06,6182.647
2022-08-11,6439.359999999999,6184.832
2022-08-12,6420.85,6207.1353
2022-08-15,6442.8099999999995,6224.5283
2022-08-16,6465.19,6244.635
2022-08-17,6493.499999999999,6267.2227
2022-08-18,6468.81,6293.3413
2022-08-19,6391.72,6312.0366
2022-08-22,6472.68,6316.8975
2022-08-23,6466.4,6334.3237
2022-08-24,6284.58,6347.846
2022-08-25,6322.7,6329.824
2022-08-26,6298.37,6318.778
2022-08-29,6310.4,6304.4453
2022-08-30,6285.930000000001,6291.581
2022-08-31,6155.75,6275.6475
2022-09-01,6126.77,6242.198
2022-09-02,6149.43,6208.407
2022-09-05,6182.65,6181.393
2022-09-06,6291.57,6162.478
2022-09-07,6301.5599999999995,6163.4536
2022-09-08,6272.58,6165.1987
2022-09-09,6316.969999999999,6160.757
2022-09-13,6300.420000000001,6166.836
2022-09-14,6249.96,6169.771
2022-09-15,6107.8,6162.614
2022-09-16,5954.5,6133.192
2022-09-19,5913.15,6080.5356
2022-09-20,5958.289999999999,6026.867
2022-09-21,5978.58,5990.0024
2022-09-22,5965.89,5962.772
2022-09-23,5889.6,5940.037
2022-09-26,5806.320000000001,5909.0566
2022-09-27,5920.049999999999,5870.379
2022-09-28,5769.52,5860.07
2022-09-29,5771.88,5827.573
2022-09-30,5714.0599999999995,5803.762
2022-10-10,5635.709999999999,5773.489
2022-10-11,5684.51,5737.1123
2022-10-12,5820.45,5716.1025
2022-10-13,5830.34,5724.987
2022-10-14,5973.44,5737.43
2022-10-17,6015.6,5777.1284
2022-10-18,6035.67,5820.2993
2022-10-19,5972.72,5860.4414
2022-10-20,5948.86,5883.033
2022-10-21,5956.88,5897.6455
2022-10-24,5896.9,5909.3716
2022-10-25,5869.78,5908.916
2022-10-26,5971.6,5901.163
