Epochs,Training Loss,Validation Loss
1,0.10341610759496689,0.10340777039527893
2,0.07918525487184525,0.0757782831788063
3,0.07204864919185638,0.07032056152820587
4,0.06570256501436234,0.06722793728113174
5,0.06034759059548378,0.06345890462398529
6,0.05568115413188934,0.059464626014232635
7,0.0521605908870697,0.052380286157131195
8,0.04821181669831276,0.050455667078495026
9,0.04419335350394249,0.04793042317032814
10,0.04100729152560234,0.0439518541097641
11,0.03861604258418083,0.04047180339694023
12,0.035996489226818085,0.03624625876545906
13,0.03368227183818817,0.036059729754924774
14,0.03141699358820915,0.03225508704781532
15,0.029026171192526817,0.029374875128269196
16,0.02755211666226387,0.029250942170619965
17,0.025605976581573486,0.027682537212967873
18,0.024054359644651413,0.025059301406145096
19,0.022670863196253777,0.023903243243694305
20,0.02166924439370632,0.023138584569096565
21,0.020335672423243523,0.02210635133087635
22,0.01946580596268177,0.021716145798563957
23,0.018404733389616013,0.019926995038986206
24,0.01749960519373417,0.02011715993285179
25,0.016828833147883415,0.0182135459035635
26,0.0161626935005188,0.017343439161777496
27,0.015301474370062351,0.015417546965181828
28,0.014576039277017117,0.015477389097213745
29,0.013942897319793701,0.015864986926317215
30,0.013432631269097328,0.013853026553988457
31,0.012761221267282963,0.014628995209932327
32,0.012612780556082726,0.013499882072210312
33,0.012004472315311432,0.013293190859258175
34,0.011763527989387512,0.0127480523660779
35,0.01124529354274273,0.012651648372411728
36,0.010768355801701546,0.012252182699739933
37,0.010707573033869267,0.011037816293537617
38,0.010466229170560837,0.01120078470557928
39,0.010005221702158451,0.010048440657556057
40,0.009682899340987206,0.009299006313085556
41,0.009436400607228279,0.0095269326120615
42,0.009145322255790234,0.009504418820142746
43,0.008939134888350964,0.008885628543794155
44,0.008607828058302402,0.008701075799763203
45,0.008524440228939056,0.008618229068815708
46,0.008371134288609028,0.007363639771938324
47,0.008081037551164627,0.0079311802983284
48,0.007845212705433369,0.008562330156564713
49,0.007674876134842634,0.007319002412259579
50,0.007432189770042896,0.006889559794217348
51,0.007386533077806234,0.007143629249185324
52,0.007211308926343918,0.006466698832809925
53,0.0069612860679626465,0.008025064133107662
54,0.006878208369016647,0.006116303615272045
55,0.006728078238666058,0.006355869583785534
56,0.006534889340400696,0.0059601604007184505
57,0.006394669879227877,0.0059371390379965305
58,0.006269748322665691,0.00616990914568305
59,0.006250175181776285,0.005666226148605347
60,0.0060482448898255825,0.005639398004859686
61,0.005967465694993734,0.005487443413585424
62,0.0058219898492097855,0.005158199463039637
63,0.005728723481297493,0.005211227107793093
64,0.005601244978606701,0.004871021956205368
65,0.005537140648812056,0.005134025122970343
66,0.005254844203591347,0.004784264601767063
67,0.005371997598558664,0.004625409375876188
68,0.005222477484494448,0.005025836639106274
69,0.005304849240928888,0.004872058983892202
70,0.005019611679017544,0.004612133372575045
71,0.004994217772036791,0.004554750397801399
72,0.004789682570844889,0.004600477870553732
73,0.004754154477268457,0.004151440691202879
74,0.004629337694495916,0.004784483462572098
75,0.004541668109595776,0.00409651966765523
76,0.004568574484437704,0.004736578557640314
77,0.004326759371906519,0.0038973107002675533
78,0.004321692977100611,0.004460530821233988
79,0.004207356832921505,0.004262356087565422
80,0.004215632565319538,0.0036899785045534372
81,0.0040319981053471565,0.004061980172991753
82,0.003940872382372618,0.0035742607433348894
83,0.004037194885313511,0.0035451592411845922
84,0.003973154816776514,0.004279901273548603
85,0.0038144870195537806,0.0034088839311152697
86,0.0038365772925317287,0.004497947636991739
87,0.0038369293324649334,0.003567179897800088
88,0.0035882811062037945,0.0032143236603587866
89,0.003682088339701295,0.003204245585948229
90,0.0036549752112478018,0.003272839356213808
91,0.0035420216154307127,0.003091109450906515
92,0.0035174107179045677,0.004189891740679741
93,0.0033573999535292387,0.003070953767746687
94,0.003460126230493188,0.003420572029426694
95,0.003299335017800331,0.0031675067730247974
96,0.003333104308694601,0.0031265958677977324
97,0.003190202871337533,0.0028244636487215757
98,0.0032361578196287155,0.0028120772913098335
99,0.0032513553742319345,0.00277829566039145
100,0.003098016371950507,0.003111479105427861
101,0.0030862397979944944,0.0028399876318871975
102,0.0030484518501907587,0.003139977343380451
103,0.003073944477364421,0.003583373734727502
104,0.0029805696103721857,0.00348895532079041
