trade_date,Open,Close,High,Low,Volume,CPI,PPI,PMI,CPI_Volatility,PPI_Volatility,PMI_Volatility,CPI_MOM,PPI_MOM,PMI_MOM,CPI_Trend,CPI_Cycle,PPI_Trend,PPI_Cycle,PMI_Trend,PMI_Cycle,Close_Trend,Close_Seasonal,Close_Residual,Volume_Change,Volume_Zscore,Volume_Anomaly_Zscore,Volume_outlier,Volume_corrected,High_Inflation,Economic_Expansion,PMI_Price_Corr,Stagflation_Risk,Macro_Trend,Divergence_Trend
2000-01-04,3374.11,3497.06,3512.3,3360.21,7344508.0,101.9,101.0,54.7,0.0,0.0,0.0,1.9000000000000057,1.0,0.0,101.89034309470877,0.009656905291237194,101.00451958994843,-0.004519589948429825,54.700000000011485,-1.1482370609883219e-11,0.0,1.0054371558742754,0.0,0.0,-0.8551429941107711,0,False,7344508.0,0,0,0.0,0,85.86495422822289,0.0
2000-01-05,3500.13,3486.29,3589.18,3468.69,9373897.0,101.9,101.0,54.7,0.0,0.0,0.0,1.9000000000000057,1.0,0.0,101.89067484981953,0.009325150180472974,101.00437603342785,-0.004376033427845982,54.70000000000739,-7.389644451905042e-12,0.0,1.008306380149755,0.0,0.27631381162631996,-0.8442378881935243,0,False,9373897.0,0,0,0.0,0,85.86501696108492,0.0
2000-01-06,3475.46,3655.2,3663.22,3454.35,11240481.0,101.9,101.0,54.7,0.0,0.0,0.0,1.9000000000000057,1.0,0.0,101.8910072755487,0.008992724451303502,101.00423216304685,-0.004232163046850701,54.7000000000033,-3.296918293926865e-12,0.0,1.0049116776283642,0.0,0.1991257211381776,-0.8342076297150177,0,False,11240481.0,0,0,0.0,0,85.86507981286628,0.0
2000-01-07,3701.48,3828.04,3848.06,3701.48,29900112.0,101.9,101.0,54.7,0.0,0.0,0.0,1.9000000000000057,1.0,0.0,101.89134169009459,0.00865830990541383,101.0040873610538,-0.004087361053805694,54.69999999999921,7.958078640513122e-13,0.0,1.0027396750972326,0.0,1.6600384805596842,-0.7339384095547921,0,False,29900112.0,0,0,0.0,0,85.8651430170492,0.0
2000-01-10,3881.75,3921.48,3929.06,3832.2,26987104.0,101.9,101.0,54.7,0.0,0.0,0.0,1.9000000000000057,1.0,0.0,101.89168003615023,0.008319963849771739,101.00394071579687,-0.003940715796872496,54.69999999999509,4.909850304102292e-12,0.0,0.9971743828806189,0.0,-0.09742465178725757,-0.7495917223389783,0,False,26987104.0,0,0,0.0,0,85.86520691731407,0.0
2000-01-11,3924.71,3716.78,3931.08,3691.56,17572518.0,101.9,101.0,54.7,0.0,0.0,0.0,1.9000000000000057,1.0,0.0,101.89202485768016,0.007975142319850193,101.00379103177967,-0.0037910317796701065,54.69999999999095,9.052314453583676e-12,0.0,0.9984707109209514,0.0,-0.34885499385187824,-0.8001818543920387,0,False,17572518.0,0,0,0.0,0,85.86527196315025,0.0
2000-01-12,3699.29,3605.82,3768.14,3585.47,11408331.0,101.9,101.0,54.7,0.0,0.0,0.0,1.9000000000000057,1.0,0.0,101.89237927642424,0.0076207235757692615,101.00363683984504,-0.0036368398450434825,54.69999999998678,1.3223200312495464e-11,0.0,1.0030656449028679,0.0,-0.3507856415341273,-0.8333056725110466,0,False,11408331.0,0,0,0.0,0,85.8653387054187,0.0
2000-01-13,3604.28,3580.98,3637.68,3552.05,7460482.0,101.9,101.0,54.7,0.0,0.0,0.0,1.9000000000000057,1.0,0.0,101.89274696795168,0.007253032048325281,101.00347640756976,-0.003476407569763751,54.699999999982616,1.738698074404965e-11,0.0,1.0058474005092242,0.0,-0.3460496544148307,-0.854519797299491,0,False,7460482.0,0,0,0.0,0,85.86540779183468,0.0
2000-01-14,3582.16,3542.82,3609.19,3524.51,6150499.0,101.9,101.0,54.7,0.0,0.0,0.0,1.9000000000000057,1.0,0.0,101.89313213704865,0.006867862951352777,101.00330774997234,-0.0033077499723361825,54.6999999999785,2.1501023184100632e-11,0.0,1.0075788293623877,0.0,-0.1755895932729279,-0.8615591098042856,0,False,6150499.0,0,0,0.0,0,85.86547996233317,0.0
2000-01-17,3535.51,3594.65,3597.77,3496.0,6185308.0,101.9,101.0,54.7,0.0,0.0,0.0,1.9000000000000057,1.0,0.0,101.89353949218405,0.006460507815958749,101.003128640654,-0.0031286406539976497,54.699999999974445,2.5558222205290804e-11,0.0,1.00359517386678,0.0,0.005659540794982654,-0.8613720604845774,0,False,6185308.0,0,0,0.0,0,85.86555604427083,0.0
