trade_date,Open,Close,High,Low,Volume,CPI,PPI,PMI,CPI_Volatility,PPI_Volatility,PMI_Volatility,CPI_MOM,PPI_MOM,PMI_MOM,CPI_Trend,CPI_Cycle,PPI_Trend,PPI_Cycle,PMI_Trend,PMI_Cycle,Close_Trend,Close_Seasonal,Close_Residual,Volume_Change,Volume_Zscore,Volume_Anomaly_Zscore,Volume_outlier,Volume_corrected,High_Inflation,Economic_Expansion,PMI_Price_Corr,Stagflation_Risk,Macro_Trend,Divergence_Trend
2005-01-18,967.37,974.69,974.87,960.29,7311847.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.64905681916304,-0.04905681916304161,105.80376461465384,-0.0037646146538463654,54.59966926462742,0.1003307353725802,0.0,1.0392301491050364,0.0,0.0032462115411950876,-1.2263034041866487,0,False,7311847.0,0,0,0.0,0,87.01749689948144,0.0
2005-01-19,974.33,967.21,974.33,965.26,6338091.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.67051501713114,-0.07051501713114305,105.79743119069384,0.0025688093061546624,54.592561173103036,0.10743882689696704,0.0,1.0390095052495154,0.0,-0.13317510609836336,-1.2386581395286747,0,False,6338091.0,0,0,0.0,0,87.020169126976,0.0
2005-01-20,963.21,956.24,963.21,952.23,7727106.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.6923706562635,-0.09237065626351182,105.79090230614979,0.009097693850208088,54.58568162260932,0.11431837739068129,0.0,1.033150801406551,0.0,0.21915352745803118,-1.2210347177360446,0,False,7727106.0,0,0,0.0,0,87.02298486167422,0.0
2005-01-21,954.46,982.6,984.27,943.44,14450059.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.71465939809768,-0.114659398097686,105.78415287875868,0.015847121241321815,54.57908588779918,0.12091411220082193,0.0,1.0372544033092348,0.0,0.8700479843294502,-1.1357358286592325,0,False,14450059.0,0,0,0.0,0,87.02596605488519,0.0
2005-01-24,1001.85,998.13,1001.85,986.24,14359461.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.73741048954228,-0.1374104895422903,105.7771584580418,0.02284154195820065,54.57283718210175,0.12716281789825246,0.0,1.030434700617062,0.0,-0.006269732185868571,-1.13688530995898,0,False,14359461.0,0,0,0.0,0,87.02913537656195,0.0
2005-01-25,995.64,997.78,997.95,985.24,9862529.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.7606452150477,-0.16064521504770823,105.76989569401493,0.03010430598506275,54.567007115759466,0.13299288424053657,0.0,1.0290970253215357,0.0,-0.31316857923845465,-1.1939410864687914,0,False,9862529.0,0,0,0.0,0,87.03251600827404,0.0
2005-01-26,995.78,989.93,999.47,988.48,7663290.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.78437531666916,-0.1843753166691613,105.76234282291203,0.03765717708796501,54.56167612976601,0.1383238702339895,0.0,1.0276158493829446,0.0,-0.22298935698946998,-1.2218443967424761,0,False,7663290.0,0,0,0.0,0,87.03613142311572,0.0
2005-01-27,987.34,974.63,987.7,973.77,6945364.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.80860138054419,-0.20860138054419508,105.75448017154378,0.04551982845622149,54.55693390073202,0.1430660992679833,0.0,1.024940815850454,0.0,-0.0936837833358779,-1.2309532348139842,0,False,6945364.0,0,0,0.0,0,87.04000515093999,0.0
2005-01-28,974.63,969.21,975.62,965.21,5748807.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.83331118896885,-0.23331118896885528,105.74629068180266,0.05370931819733471,54.552879711092416,0.14712028890758688,0.0,1.0208768924800873,0.0,-0.172281395186775,-1.2461348049985568,0,False,5748807.0,0,0,0.0,0,87.04416052728799,0.0
2005-01-31,965.79,954.88,965.79,953.14,6788706.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.85847803803217,-0.2584780380321803,105.73776045668028,0.062239543319719814,54.54962277842791,0.15037722157209288,0.0,1.0171756226854063,0.0,0.18088953064522784,-1.2329408663450978,0,False,6788706.0,0,0,0.0,0,87.04862042438013,0.0
2005-02-01,953.33,955.95,965.48,952.74,7433066.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.8840590216573,-0.2840590216572991,105.72887932898198,0.07112067101802211,54.54728253700592,0.15271746299408306,0.0,1.022334268063525,0.0,0.09491646861714154,-1.2247654124685745,0,False,7433066.0,0,0,0.0,0,87.05340696254841,0.0
2005-02-02,956.7,1006.91,1006.93,956.7,17057338.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.90999328390362,-0.3099932839036228,105.71964145370366,0.08035854629633832,54.545988863956495,0.1540111360435077,0.0,1.0241793284939282,0.0,1.2947916781581115,-1.1026554245253197,0,False,17057338.0,0,0,0.0,0,87.05854120052125,0.0
2005-02-03,1005.56,993.22,1014.19,992.16,16974539.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.9362002425096,-0.3362002425096051,105.71004592477672,0.08995407522327525,54.545882241789066,0.15411775821093698,0.0,1.019212965735357,0.0,-0.004854157196158004,-1.1037059543619363,0,False,16974539.0,0,0,0.0,0,87.06404280302513,0.0
2005-02-04,992.25,1016.86,1021.03,989.94,15736214.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.96257778790235,-0.36257778790235307,105.70009741658718,0.09990258341281333,54.54711384823084,0.15288615176915954,0.0,1.0110609786195135,0.0,-0.07295190755990488,-1.119417464886559,0,False,15736214.0,0,1,0.0,0,87.06992968424011,0.0
2005-02-16,1023.32,1023.58,1033.25,1018.49,12131293.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,100.9890004632699,-0.3890004632699089,105.68980685033185,0.11019314966814875,54.54984556363116,0.15015443636884385,0.0,1.000026733121493,0.0,-0.2290843909468948,-1.1651556630428854,0,False,12131293.0,0,1,0.0,0,87.07621762574429,0.0
2005-02-17,1024.43,1020.61,1024.43,1010.48,8968297.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,101.01531763278724,-0.4153176327872501,105.67919208488694,0.12080791511306188,54.5542498854332,0.14575011456680187,0.0,1.0000609953751427,0.0,-0.26073032775648897,-1.2052868442298432,0,False,8968297.0,0,1,0.0,0,87.08291986770246,0.0
2005-02-18,1020.12,1006.05,1021.2,1005.63,8139939.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,101.04135164670834,-0.44135164670834115,105.66827863143078,0.13172136856921668,54.560509738471595,0.13949026152840815,0.0,1.0052074986677813,0.0,-0.0923651391116953,-1.2157968116738949,0,False,8139939.0,0,1,0.0,0,87.09004667220357,0.0
2005-02-21,1006.69,1025.63,1025.66,1006.69,9886094.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,101.06689601378488,-0.4668960137848899,105.65710039058027,0.1428996094197288,54.5688181691167,0.1311818308832997,0.0,0.9993494341046404,0.0,0.21451696382491314,-1.1936421005438422,0,False,9886094.0,0,1,0.0,0,87.09760485782728,0.0
2005-02-22,1026.84,1046.74,1048.68,1024.53,17937842.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,101.09171359334866,-0.4917135933486634,105.64570041026947,0.1542995897305275,54.57937791056256,0.12062208943743968,0.0,0.9915145675999074,0.0,0.8144518957638882,-1.0914838436697507,0,False,17937842.0,0,1,0.0,0,87.10559730472691,0.0
2005-02-23,1046.81,1043.94,1049.61,1036.63,18696929.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,101.11553482139706,-0.5155348213970683,105.63413166201649,0.16586833798351108,54.59240080585263,0.10759919414737595,0.0,0.9862383695412354,0.0,0.042317632187862886,-1.081852766699162,0,False,18696929.0,0,1,0.0,0,87.11402242975538,0.0
2005-02-24,1042.25,1045.46,1045.96,1034.73,14681788.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,101.13805598715011,-0.5380559871501163,105.62245783258861,0.17754216741138862,54.60810707456424,0.091892925435765,0.0,0.9862768200820737,0.0,-0.2147486894772933,-1.1327957179271062,0,False,14681788.0,0,1,0.0,0,87.12287363143433,0.0
2005-02-25,1046.27,1046.76,1059.48,1045.98,18170003.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,101.1589375787984,-0.5589375787984068,105.61075412738761,0.18924587261238912,54.626724408441014,0.0732755915589891,0.0,0.9858310543680299,0.0,0.23758788779677253,-1.0885382518461932,0,False,18170003.0,0,1,0.0,0,87.13213870487567,0.0
2005-02-28,1046.21,1039.99,1048.28,1035.04,12971046.0,100.6,105.8,54.7,0.0,0.0,0.0,0.5999999999999943,5.799999999999997,0.0,101.17780271953339,-0.5778027195333948,105.59910808113247,0.20089191886752644,54.6484868806797,0.05151311932030467,0.0,0.9907614237370772,0.0,-0.2861285713601698,-1.1545011191246222,0,False,12971046.0,0,1,0.0,0,87.14179922711519,0.0
2005-03-01,1039.35,1035.93,1042.74,1031.17,9962090.0,101.8,105.4,54.5,0.2190890230020664,0.07302967433402037,0.0365148371670115,1.7999999999999972,5.400000000000006,-0.3656307129798919,101.19423571743691,0.6057642825630865,105.58762037061666,-0.18762037061665637,54.67363365305978,-0.17363365305978107,0.0,0.989526247108925,0.0,-0.2319748152924599,-1.1926778852095565,0,False,9962090.0,0,1,0.0,0,87.15182991370445,0.0
2005-03-02,1036.37,1021.32,1045.76,1021.0,14225135.0,101.8,105.4,54.5,0.30444975804295377,0.1014832526809821,0.05074162634049292,1.7999999999999972,5.400000000000006,0.0,101.20778075540201,0.5922192445979846,105.57640562346137,-0.17640562346136335,54.70240746466073,-0.20240746466073034,0.0,0.9860173067434939,0.0,0.42792677038653526,-1.1385895995136044,0,False,14225135.0,0,1,0.0,0,87.16219794784138,0.0
2005-03-03,1019.88,1027.71,1028.4,1014.75,9203085.0,101.8,105.4,54.5,0.3661542919552349,0.12205143065174191,0.061025715325873246,1.7999999999999972,5.400000000000006,0.0,101.21802408328573,0.5819759167142706,105.56556543809536,-0.1655654380953564,54.735038996669424,-0.23503899666942374,0.0,0.9848202431881876,0.0,-0.35304058625805657,-1.2023079217877903,0,False,9203085.0,0,1,0.0,0,87.1728761726835,0.0
2005-03-04,1027.93,1023.67,1031.85,1022.18,8173641.0,101.8,105.4,54.5,0.41489508437010914,0.13829836145669905,0.06914918072835217,1.7999999999999972,5.400000000000006,0.0,101.22459307728148,0.5754069227185141,105.55518916255681,-0.15518916255680892,54.771744874198774,-0.2717448741987738,0.0,0.9728420535331843,0.0,-0.11185857785731634,-1.2153692104159852,0,False,8173641.0,0,1,0.0,0,87.18384237134569,0.0
2005-03-07,1024.48,1029.87,1031.34,1024.48,7932949.0,101.8,105.4,54.5,0.45485882614733864,0.15161960871577435,0.07580980435789014,1.7999999999999972,5.400000000000006,0.0,101.22715552857697,0.572844471423025,105.54535464728406,-0.14535464728405145,54.81272540020916,-0.3127254002091604,0.0,0.9713915339455559,0.0,-0.029447341766050128,-1.218423041107599,0,False,7932949.0,0,1,0.0,0,87.19507852535673,0.0
2005-03-08,1033.79,1048.99,1049.29,1032.85,14295793.0,101.8,105.4,54.5,0.48820572260698,0.16273524086898686,0.08136762043449668,1.7999999999999972,5.400000000000006,0.0,101.22541918717388,0.5745808128261132,105.53612896569021,-0.1361289656902045,54.85816200648911,-0.3581620064891098,0.0,0.9726999306360862,0.0,0.8020780166366883,-1.1376931111840878,0,False,14295793.0,0,1,0.0,0,87.20657005311773,0.0
2005-03-09,1051.26,1046.54,1054.64,1041.98,15327488.0,101.8,105.4,54.5,0.5162196805824874,0.1720732268608215,0.08603661343041427,1.7999999999999972,5.400000000000006,0.0,101.21913158394003,0.5808684160599711,105.52756909711566,-0.12756909711565356,54.90821440778548,-0.40821440778547924,0.0,0.9704249699417584,0.0,0.07216773494132145,-1.1246032625169764,0,False,15327488.0,0,1,0.0,0,87.21830502961372,0.0
2005-03-10,1046.69,1022.41,1046.69,1019.63,13295953.0,101.8,105.4,54.5,0.5397317341305597,0.17991057804351085,0.08995528902175921,1.7999999999999972,5.400000000000006,0.0,101.2080801511884,0.5919198488115995,105.51972256750031,-0.11972256750030397,54.96301744648353,-0.4630174464835335,0.0,0.972198379560692,0.0,-0.1325419403362117,-1.1503787927967006,0,False,13295953.0,0,1,0.0,0,87.23027338839074,0.0
2005-03-11,1021.08,1027.43,1028.12,1016.93,11476381.0,101.8,105.4,54.5,0.5593099196392743,0.18643663987974826,0.09321831993987816,1.7999999999999972,5.400000000000006,0.0,101.19209265931653,0.6079073406834681,105.51262804381902,-0.11262804381901503,55.02267761674575,-0.522677616745753,0.0,0.9755794119380494,0.0,-0.13685156678878152,-1.1734649976527025,0,False,11476381.0,0,1,0.0,0,87.24246610662709,0.0
2005-03-14,1027.18,1031.03,1041.57,1014.93,14466089.0,101.8,105.4,54.5,0.5753559617824566,0.191785320594142,0.09589266029707526,1.7999999999999972,5.400000000000006,0.0,101.17103798426695,0.6289620157330518,105.50631587897945,-0.10631587897944428,55.08726925874529,-0.5872692587452875,0.0,0.9824558577828083,0.0,0.2605096502111597,-1.1355324446415394,0,False,14466089.0,0,1,0.0,0,87.25487437399723,0.0
2005-03-15,1030.86,1013.52,1030.94,1011.64,12007492.0,101.8,105.4,54.5,0.5881590214242685,0.19605300714141222,0.09802650357071059,1.7999999999999972,5.400000000000006,0.0,101.14482721776977,0.655172782230224,105.50080860449731,-0.10080860449730267,55.156830415598584,-0.6568304155985842,0.0,0.9815389072319995,0.0,-0.16995588786990046,-1.166726414432431,0,False,12007492.0,0,1,0.0,0,87.26748874595522,0.0
2005-03-16,1011.85,1003.07,1012.2,995.97,10622782.0,101.8,105.4,54.5,0.5979274549469221,0.19930915164896304,0.09965457582448624,1.7999999999999972,5.400000000000006,0.0,101.11341512947284,0.686584870527156,105.49612136884117,-0.09612136884116751,55.23135834783466,-0.7313583478346573,0.0,0.9789446309418489,0.0,-0.11532050156685514,-1.184295215626423,0,False,10622782.0,0,1,0.0,0,87.28029828204956,0.0
2005-03-17,1001.97,992.86,1004.82,992.12,9969011.0,101.8,105.4,54.5,0.6048083195924706,0.20160277319747857,0.10080138659874423,1.7999999999999972,5.400000000000006,0.0,101.07680198713389,0.7231980128661064,105.49226231988206,-0.09226231988205313,55.31080470275922,-0.8108047027592207,0.0,0.9797229459823985,0.0,-0.0615442357755247,-1.1925900735572514,0,False,9969011.0,0,1,0.0,0,87.29328966992506,0.0
2005-03-18,991.89,978.66,996.4,975.71,9652059.0,101.8,105.4,54.5,0.6088995160859031,0.20296650536195507,0.1014832526809827,1.7999999999999972,5.400000000000006,0.0,101.03503573801555,0.7649642619844457,105.48923293039594,-0.08923293039593716,55.395070338903835,-0.8950703389038352,0.0,0.9815388492786521,0.0,-0.03179372557618809,-1.1966114691390253,0,False,9652059.0,0,1,0.0,0,87.30644633577178,0.0
2005-03-21,977.3,981.89,983.18,973.0,7252564.0,101.8,105.4,54.5,0.6102571532587224,0.20341905108622693,0.10170952554311886,1.7999999999999972,5.400000000000006,0.0,100.98821455146472,0.8117854485352751,105.48702826605327,-0.08702826605326663,55.483999808917936,-0.983999808917936,0.0,0.9829321270474223,0.0,-0.24859928850414192,-1.2270555697961867,0,False,7252564.0,0,1,0.0,0,87.31974754214531,0.0
2005-03-22,981.71,964.02,982.14,959.56,11375717.0,101.8,105.4,54.5,0.6088995160859021,0.2029665053619522,0.10148325268098175,1.7999999999999972,5.400000000000006,0.0,100.93648971934641,0.8635102806535855,105.4856371957932,-0.08563719579319695,55.57737550778851,-1.0773755077885099,0.0,0.9883602931481492,0.0,0.5685097022239307,-1.1747421934578834,0,False,11375717.0,0,1,0.0,0,87.33316747430938,0.0
2005-03-23,962.82,959.01,975.36,955.99,10930053.0,101.8,105.4,54.5,0.6048083195924687,0.20160277319747286,0.10080138659874231,1.7999999999999972,5.400000000000006,0.0,100.88006890751518,0.9199310924848163,105.48504254492532,-0.08504254492531516,55.67491149718249,-1.1749114971824923,0.0,0.9913389814063975,0.0,-0.039176783318361386,-1.1803966497810985,0,False,10930053.0,0,1,0.0,0,87.346674316541,0.0
2005-03-24,957.43,964.8,965.06,948.53,9260714.0,101.8,105.4,54.5,0.5979274549469192,0.19930915164895435,0.09965457582448334,1.7999999999999972,5.400000000000006,0.0,100.8192197478173,0.9807802521826972,105.48522119173171,-0.08522119173170495,55.77624702102324,-1.276247021023238,0.0,0.9980927227815868,0.0,-0.152729268558899,-1.2015767416533154,0,False,9260714.0,0,1,0.0,0,87.36022932019075,0.0
2005-03-25,964.25,962.96,966.97,959.06,7107322.0,101.8,105.4,54.5,0.5881590214242646,0.19605300714140045,0.09802650357070666,1.7999999999999972,5.400000000000006,0.0,100.75427375620265,1.045726243797347,105.48614410876226,-0.0861441087622552,55.88093973215792,-1.3809397321579198,0.0,0.9987585868115212,0.0,-0.23252980277762603,-1.2288983584111441,0,False,7107322.0,0,1,0.0,0,87.3737858657076,0.0
2005-03-28,961.65,960.7,961.65,948.81,6669246.0,101.8,105.4,54.5,0.5753559617824517,0.19178532059412695,0.09589266029707025,1.7999999999999972,5.400000000000006,0.0,100.68563055836087,1.114369441639127,105.48777635042845,-0.08777635042844167,55.9884586551683,-1.4884586551683014,0.0,0.9981891889458044,0.0,-0.06163728053970263,-1.2344565403783858,0,False,6669246.0,0,1,0.0,0,87.3872885213192,0.0
2005-03-29,960.42,955.19,968.12,954.74,7577378.0,101.8,105.4,54.5,0.5593099196392682,0.1864366398797297,0.09321831993987197,1.7999999999999972,5.400000000000006,0.0,100.61376239985961,1.1862376001403874,105.49007698891202,-0.09007698891201699,56.098176916043684,-1.598176916043684,0.0,0.9939314585345638,0.0,0.13616711694245498,-1.2229344234254482,0,False,7577378.0,0,1,0.0,0,87.4006721016051,0.0
2005-03-30,952.71,937.03,952.71,936.38,8950164.0,101.8,105.4,54.5,0.5397317341305523,0.17991057804348773,0.08995528902175139,1.7999999999999972,5.400000000000006,0.0,100.53921891303331,1.2607810869666878,105.49299900081486,-0.09299900081485646,56.20936427558897,-1.7093642755889675,0.0,0.9938030947573295,0.0,0.18116900067543162,-1.2055169105051287,0,False,8950164.0,0,1,0.0,0,87.41386072981238,0.0
2005-03-31,934.85,942.2,942.37,928.34,7859445.0,101.8,105.4,54.5,0.5162196805824784,0.17207322686079293,0.08603661343040446,1.7999999999999972,5.400000000000006,0.0,100.46263210782753,1.337367892172466,105.49648910739232,-0.09648910739231553,56.32117951010099,-1.8211795101009898,0.0,0.9919521860308644,0.0,-0.12186581162088206,-1.2193556386644615,0,False,7859445.0,0,1,0.0,0,87.42676690844029,0.0
2005-04-01,941.43,978.15,989.9,937.55,16347504.0,99.1,105.6,57.9,0.6607988895373387,0.16344003083133488,0.6185262424858601,-0.9000000000000057,5.599999999999994,6.238532110091732,100.38472154842992,-1.2847215484299284,105.50048757163582,0.09951242836417862,56.432662690024095,1.4673373099759033,0.0,0.9955752004069208,0.0,1.079981983460664,-1.1116615936341845,0,False,16347504.0,0,1,0.0,0,87.43929060336326,0.0
2005-04-04,968.49,962.17,974.06,956.13,11435093.0,99.1,105.6,57.9,0.7756643426210726,0.1540264195877482,0.8568587378043854,-0.9000000000000057,5.599999999999994,0.0,100.30629967179848,-1.2062996717984902,105.50492795590435,0.09507204409564451,56.54272741500334,1.3572725849966574,0.0,0.9975992875574572,0.0,-0.30049914653637644,-1.1739888478911622,0,False,11435093.0,0,1,0.0,0,87.45131834756872,0.0
2005-04-05,960.54,955.6,967.75,953.59,9534536.0,99.1,105.6,57.9,0.8726297947129003,0.1436790804567798,1.030678829982801,-0.9000000000000057,5.599999999999994,0.0,100.22808969811706,-1.1280896981170656,105.50975073314231,0.09024926685768264,56.650389183108125,1.2496108168918738,0.0,0.9997707426811929,0.0,-0.16620389532468172,-1.1981025670748542,0,False,9534536.0,0,1,0.0,0,87.46274320478916,0.0
2005-04-06,955.6,973.67,977.86,948.95,14282421.0,99.1,105.6,57.9,0.9571509447492974,0.13217891045020047,1.169123849176232,-0.9000000000000057,5.599999999999994,0.0,100.15073107675893,-1.050731076758936,105.5149029785193,0.08509702148069209,56.75475774744845,1.1452422525515473,0.0,1.0006693290889233,0.0,0.4979670746431708,-1.1378627712642244,0,False,14282421.0,0,1,0.0,0,87.47346393424225,0.0
2005-04-07,975.97,984.73,1000.27,974.31,20754211.0,99.1,105.6,57.9,1.0322890533446356,0.11919268665362738,1.2836907995952624,-0.9000000000000057,5.599999999999994,0.0,100.07478491753506,-0.9747849175350609,105.52033803451518,0.07966196548481719,56.85502963966328,1.0449703603367198,0.0,0.9937907015426374,0.0,0.4531297600035735,-1.0557505659076762,0,False,20754211.0,0,1,0.0,0,87.48338419723784,0.0
2005-04-08,984.66,1003.45,1003.7,979.53,14762526.0,99.1,105.6,57.9,1.0999686515909224,0.10416609195236749,1.3803381228283675,-0.9000000000000057,5.599999999999994,0.0,100.00073936282053,-0.9007393628205307,105.52601515312517,0.0739848468748221,56.95048092210358,0.9495190778964187,0.0,0.9976798115572793,0.0,-0.2886973154508259,-1.131771337464193,0,False,14762526.0,0,1,0.0,0,87.49241181268309,0.0
2005-04-11,1003.88,995.42,1008.73,992.77,15936066.0,99.1,105.6,57.9,1.1614942813106042,0.08603661343032808,1.4626224283170626,-0.9000000000000057,5.599999999999994,0.0,99.92901486159337,-0.8290148615933788,105.53189911842546,0.0681008815745372,57.040460224506475,0.8595397754935235,0.0,0.9934980638449061,0.0,0.07949452553038694,-1.1168818003385872,0,False,15936066.0,0,1,0.0,0,87.50045806817509,0.0
2005-04-12,993.71,978.7,993.71,978.2,10226193.0,99.1,105.6,57.9,1.2143964017937696,0.08995528902167911,1.5292399133699355,-0.9000000000000057,5.599999999999994,0.0,99.85996931148699,-0.7599693114869979,105.53795985232881,0.06204014767118338,57.12438211543396,0.7756178845660386,0.0,0.9932497131989358,0.0,-0.35829877963607837,-1.1893270225005874,0,False,10226193.0,0,1,0.0,0,87.50743709308325,0.0
2005-04-13,987.95,1000.9,1006.5,987.95,16071687.0,99.1,105.6,57.9,1.2584473191883785,0.09321831993980258,1.5847114389779602,-0.9000000000000057,5.599999999999994,0.0,99.79390303965835,-0.6939030396583519,105.54417200597592,0.055827994024070904,57.20172085371021,0.698279146289785,0.0,0.9866896762551648,0.0,0.5716197611369158,-1.1151610801973806,0,False,16071687.0,0,1,0.0,0,87.5132652997815,0.0
2005-04-14,1004.64,986.97,1006.42,985.58,12945710.0,99.1,105.6,57.9,1.294550914010539,0.09589266029700329,1.6301752250503094,-0.9000000000000057,5.599999999999994,0.0,99.73106359761772,-0.6310635976177252,105.55051453885108,0.04948546114891883,57.27200456051251,0.627995439487492,0.0,0.9870732257360659,0.0,-0.19450210796165956,-1.1548225749868972,0,False,12945710.0,0,1,0.0,0,87.51786089899377,0.0
