trade_date,Open,Close,High,Low,Volume,CPI,PPI,PMI,CPI_Volatility,PPI_Volatility,PMI_Volatility,CPI_MOM,PPI_MOM,PMI_MOM,CPI_Trend,CPI_Cycle,PPI_Trend,PPI_Cycle,PMI_Trend,PMI_Cycle,Close_Trend,Close_Seasonal,Close_Residual,Volume_Change,Volume_Zscore,Volume_Anomaly_Zscore,Volume_outlier,Volume_corrected,High_Inflation,Economic_Expansion,PMI_Price_Corr,Stagflation_Risk,Macro_Trend,Divergence_Trend
2000-01-04,1368.69,1406.37,1407.51,1361.21,9044290.0,101.9,101.0,54.7,0.0,0.0,0.0,1.9000000000000057,1.0,0.0,101.89034309470877,0.009656905291237194,101.00451958994843,-0.004519589948429825,54.700000000011485,-1.1482370609883219e-11,0.0,1.000157151996983,0.0,0.0,-1.0148417229922302,0,False,9044290.0,0,0,0.0,0,85.86495422822289,0.0
2000-01-05,1407.82,1409.68,1433.78,1398.32,10597824.0,101.9,101.0,54.7,0.0,0.0,0.0,1.9000000000000057,1.0,0.0,101.89067484981953,0.009325150180472974,101.00437603342785,-0.004376033427845982,54.70000000000739,-7.389644451905042e-12,0.0,1.0035746454111079,0.0,0.17176959164290406,-1.0043690445814955,0,False,10597824.0,0,0,0.0,0,85.86501696108492,0.0
2000-01-06,1406.03,1463.94,1463.95,1400.25,13519870.0,101.9,101.0,54.7,0.0,0.0,0.0,1.9000000000000057,1.0,0.0,101.8910072755487,0.008992724451303502,101.00423216304685,-0.004232163046850701,54.7000000000033,-3.296918293926865e-12,0.0,0.9986629441263647,0.0,0.2757213178856339,-0.984670957472122,0,False,13519870.0,0,0,0.0,0,85.86507981286628,0.0
2000-01-07,1477.15,1516.6,1522.82,1477.15,34600184.0,101.9,101.0,54.7,0.0,0.0,0.0,1.9000000000000057,1.0,0.0,101.89134169009459,0.00865830990541383,101.0040873610538,-0.004087361053805694,54.69999999999921,7.958078640513122e-13,0.0,0.997376786419052,0.0,1.5592098148872733,-0.8425644124468396,0,False,34600184.0,0,0,0.0,0,85.8651430170492,0.0
2000-01-10,1531.71,1545.11,1546.72,1506.4,31344148.0,101.9,101.0,54.7,0.0,0.0,0.0,1.9000000000000057,1.0,0.0,101.89168003615023,0.008319963849771739,101.00394071579687,-0.003940715796872496,54.69999999999509,4.909850304102292e-12,0.0,0.9919054705892025,0.0,-0.09410458626462792,-0.8645139918714126,0,False,31344148.0,0,0,0.0,0,85.86520691731407,0.0
2000-01-11,1547.67,1479.78,1547.7,1468.75,21964456.0,101.9,101.0,54.7,0.0,0.0,0.0,1.9000000000000057,1.0,0.0,101.89202485768016,0.007975142319850193,101.00379103177967,-0.0037910317796701065,54.69999999999095,9.052314453583676e-12,0.0,0.991889028856128,0.0,-0.29924858700896895,-0.9277443414535527,0,False,21964456.0,0,0,0.0,0,85.86527196315025,0.0
2000-01-12,1473.76,1438.02,1489.28,1434.99,15248482.0,101.9,101.0,54.7,0.0,0.0,0.0,1.9000000000000057,1.0,0.0,101.89237927642424,0.0076207235757692615,101.00363683984504,-0.0036368398450434825,54.69999999998678,1.3223200312495464e-11,0.0,0.9964903130461855,0.0,-0.30576555139813155,-0.9730180438101507,0,False,15248482.0,0,0,0.0,0,85.8653387054187,0.0
2000-01-13,1437.45,1424.44,1444.06,1418.81,8625944.0,101.9,101.0,54.7,0.0,0.0,0.0,1.9000000000000057,1.0,0.0,101.89274696795168,0.007253032048325281,101.00347640756976,-0.003476407569763751,54.699999999982616,1.738698074404965e-11,0.0,0.9997666079648682,0.0,-0.4343080183325789,-1.017661875703672,0,False,8625944.0,0,0,0.0,0,85.86540779183468,0.0
2000-01-14,1426.22,1408.84,1433.47,1401.7,7496903.0,101.9,101.0,54.7,0.0,0.0,0.0,1.9000000000000057,1.0,0.0,101.89313213704865,0.006867862951352777,101.00330774997234,-0.0033077499723361825,54.6999999999785,2.1501023184100632e-11,0.0,1.0020863799673938,0.0,-0.13088897864396054,-1.0252729632663093,0,False,7496903.0,0,0,0.0,0,85.86547996233317,0.0
2000-01-17,1408.98,1433.33,1433.38,1402.66,7817975.0,101.9,101.0,54.7,0.0,0.0,0.0,1.9000000000000057,1.0,0.0,101.89353949218405,0.006460507815958749,101.003128640654,-0.0031286406539976497,54.699999999974445,2.5558222205290804e-11,0.0,0.999419542144018,0.0,0.04282728481347564,-1.0231085537312161,0,False,7817975.0,0,0,0.0,0,85.86555604427083,0.0
