trade_date,Open,Close,High,Low,Volume,CPI,PPI,PMI,CPI_Volatility,PPI_Volatility,PMI_Volatility,CPI_MOM,PPI_MOM,PMI_MOM,CPI_Trend,CPI_Cycle,PPI_Trend,PPI_Cycle,PMI_Trend,PMI_Cycle,Close_Trend,Close_Seasonal,Close_Residual,Daily_PCT_Change,EMA,Volatility,Long_Mean,Long_Volatility,Lag_22,Lag_60,Volume_Change,Volume_Zscore,Volume_Anomaly_Zscore,Volume_outlier,Volume_corrected,High_Inflation,Economic_Expansion,PMI_Price_Corr,Stagflation_Risk
2014-12-31,1000.0,1000.0,1000.0,1000.0,78757696.0,100.3,96.7,50.1,0.0,0.0,0.0,0.29999999999999716,-3.299999999999997,0.0,100.21602940714608,0.08397059285391606,96.93538824172953,-0.23538824172952388,50.10014431248648,-0.0001443124864763945,0.0,1.020825426525474,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.269462368978517,0,True,0.0,0,0,0.0,0
2015-01-05,1011.13,1036.36,1042.88,1011.13,106366000.0,100.3,96.7,50.1,0.0,0.0,0.0,0.29999999999999716,-3.299999999999997,0.0,100.22222885053728,0.07777114946271979,96.91096927970888,-0.2109692797088769,50.100148063786826,-0.00014806378682408194,0.0,1.0244867458388165,0.0,3.635999999999995,1003.4628571428572,0.0,0.0,0.0,0.0,0.0,0.35054738015698184,3.6917271608631435,1,True,0.0,0,1,0.0,0
2015-01-06,1025.78,1035.22,1047.83,1023.92,103056900.0,100.3,96.7,50.1,0.0,0.0,0.0,0.29999999999999716,-3.299999999999997,0.0,100.22843412521965,0.07156587478034737,96.88653397128255,-0.18653397128254312,50.10015180506547,-0.00015180506547096684,0.0,1.0147075356083124,0.0,-0.11000038596625794,1006.4873469387755,0.0,0.0,0.0,0.0,0.0,-0.03111050523663572,3.5212561162518767,1,True,0.0,0,1,0.0,0
2015-01-07,1028.11,1036.95,1042.49,1025.77,76892400.0,100.3,96.7,50.1,0.0,0.0,0.0,0.29999999999999716,-3.299999999999997,0.0,100.23465646325863,0.06534353674136639,96.86205131940045,-0.16205131940044737,50.1001555160185,-0.00015551601850205543,0.0,1.0073864665287071,0.0,0.16711423658739566,1009.3885519922255,0.0,0.0,0.0,0.0,0.0,-0.2538840194106362,2.1733700908275946,0,True,0.0,0,1,0.0,0
2015-01-08,1039.96,1016.87,1039.96,1016.76,74022600.0,100.3,96.7,50.1,0.0,0.0,0.0,0.29999999999999716,-3.299999999999997,0.0,100.24091206657205,0.05908793342794638,96.83747737326445,-0.13747737326444565,50.100159165799994,-0.0001591657999924223,0.0,1.0020018818914873,0.0,-1.9364482376199477,1010.1010708501087,0.0,0.0,0.0,0.0,0.0,-0.037322284126909855,2.0255299518697467,0,True,0.0,0,1,0.0,0
2015-01-09,1012.63,1008.5,1047.25,1007.91,77871100.0,100.3,96.7,50.1,0.0,0.0,0.0,0.29999999999999716,-3.299999999999997,0.0,100.24722167482335,0.05277832517664649,96.81275692851257,-0.11275692851256736,50.10016271276428,-0.00016271276427914927,0.0,0.9995174040422744,0.0,-0.82311406571145,1009.9485879120032,0.0,0.0,0.0,0.0,0.0,0.0519908784614429,2.2237886370670696,0,True,0.0,0,1,0.0,0
2015-01-12,1006.01,999.8,1011.27,985.67,61084200.0,100.3,96.7,50.1,0.0,0.0,0.0,0.29999999999999716,-3.299999999999997,0.0,100.25361013100472,0.046389868995277084,96.78782523374305,-0.08782523374304674,50.10016610421253,-0.00016610421253204777,0.0,0.9933494638840884,0.0,-0.8626673277144281,1008.9820557299076,0.0,0.0,0.0,0.0,0.0,-0.21557291472702966,1.3589974918055554,0,False,61084200.0,0,1,0.0,0
2015-01-13,998.38,999.72,1009.79,995.93,43487700.0,100.3,96.7,50.1,0.0,0.0,0.0,0.29999999999999716,-3.299999999999997,0.0,100.26010594326983,0.03989405673016222,96.76260970721194,-0.0626097072119336,50.100169276146445,-0.00016927614644401956,0.0,0.9980894726058656,0.0,-0.008001600320062252,1008.0999551842021,0.0,0.0,0.0,0.0,0.0,-0.28806958264166516,0.45249912774821116,0,False,43487700.0,0,1,0.0,0
2015-01-14,1000.76,991.48,1004.35,984.63,42338900.0,100.3,96.7,50.1,0.0,0.0,0.0,0.29999999999999716,-3.299999999999997,0.0,100.26674084129111,0.03325915870888707,96.73703166820073,-0.037031668200725676,50.10017215303272,-0.00017215303272166693,0.0,0.9984276465551511,0.0,-0.824230784619695,1006.5171023095162,0.0,0.0,0.0,0.0,0.0,-0.02641666494204109,0.3933177382315983,0,False,42338900.0,0,1,0.0,0
2015-01-15,991.99,1019.83,1019.83,987.27,54796500.0,100.3,96.7,50.1,0.0,0.0,0.0,0.29999999999999716,-3.299999999999997,0.0,100.2735493251615,0.026450674838500277,96.7110080880945,-0.011008088094499158,50.10017464758275,-0.00017464758274599035,0.0,0.9949623228720952,0.0,2.8593617622140632,1007.7849973276575,0.0,0.0,0.0,0.0,0.0,0.29423532496120597,1.0350813855524164,0,False,54796500.0,0,1,0.0,0
2015-01-16,1023.91,1025.11,1031.91,1020.52,61150300.0,100.3,96.7,50.1,0.0,0.0,0.0,0.29999999999999716,-3.299999999999997,0.0,100.28056820463772,0.019431795362280013,96.68445336663473,0.015546633365275397,50.100176660552826,-0.00017666055282461457,0.0,0.994340707968332,0.0,0.5177333477148105,1009.4349975821663,0.0,0.0,0.0,0.0,0.0,0.11595266121011383,1.3624026883994345,0,False,61150300.0,0,1,0.0,0
2015-01-19,962.7,944.84,984.33,937.72,75803000.0,100.3,96.7,50.1,0.0,0.0,0.0,0.29999999999999716,-3.299999999999997,0.0,100.28783612632894,0.012163873671056535,96.65728113911231,0.04271886088768895,50.10017808057094,-0.0001780805709401534,0.0,0.9882369513538605,0.0,-7.830379178819824,1003.2830930505313,0.0,0.0,0.0,0.0,0.0,0.2396177941890718,2.1172487418204584,0,True,60532783.333333336,0,1,0.0,0
2015-01-20,939.74,956.73,960.48,939.74,72037300.0,100.3,96.7,50.1,0.0,0.0,0.0,0.29999999999999716,-3.299999999999997,0.0,100.29539308627457,0.004606913725424988,96.62940612044548,0.07059387955452223,50.100178783997016,-0.00017878399701487524,0.0,0.9914710241477273,0.0,1.2584141230261192,998.8494651409569,0.0,0.0,0.0,0.0,0.0,-0.04967745339894203,1.9232555676363456,0,True,59915266.666666664,0,1,0.0,0
2015-01-21,961.0,1001.19,1001.19,957.69,76389500.0,100.3,96.7,50.1,0.0,0.0,0.0,0.29999999999999716,-3.299999999999997,0.0,100.30327992522749,-0.003279925227488434,96.60074599214006,0.09925400785994043,50.10017863482426,-0.00017863482425894972,0.0,0.987863756252517,0.0,4.647079113229435,999.0723732227705,0.0,0.0,0.0,0.0,0.0,0.06041592341745172,2.1474627781640288,0,True,59297750.0,0,0,0.0,0
2015-01-22,1001.85,1006.62,1009.5,996.73,68333300.0,100.3,96.7,50.1,0.0,0.0,0.0,0.29999999999999716,-3.299999999999997,0.0,100.31153780386512,-0.011537803865124374,96.57122333805461,0.12877666194539472,50.100177484630336,-0.0001774846303348454,0.0,0.9819251024822634,0.0,0.5423545980283384,999.7911948206018,0.0,0.0,0.0,0.0,0.0,-0.10546213812107685,1.732440920378743,0,True,58680233.333333336,0,0,0.0,0
2015-01-23,1010.5,1010.25,1024.48,1006.52,66509500.0,100.3,96.7,50.1,0.0,0.0,0.0,0.29999999999999716,-3.299999999999997,0.0,100.32020765509229,-0.020207655092292498,96.54076763468709,0.15923236531291707,50.10017517258769,-0.0001751725876886212,0.0,0.9810615221673633,0.0,0.36061274363712315,1000.787271504354,0.0,0.0,0.0,0.0,0.0,-0.026689769116960527,1.6384863432544408,0,True,58062716.666666664,0,0,0.0,0
2015-01-26,1011.9,1020.18,1021.06,1008.08,57445200.0,100.3,96.7,50.1,0.0,0.0,0.0,0.29999999999999716,-3.299999999999997,0.0,100.32932961057739,-0.029329610577391918,96.50931730135916,0.19068269864084186,50.10017152554343,-0.00017152554342914073,0.0,0.9853547665373157,0.0,0.982925018559766,1002.6341980277488,0.0,0.0,0.0,0.0,0.0,-0.13628579375878636,1.1715313737249897,0,False,57445200.0,0,0,0.0,0
2015-01-27,1021.94,1008.66,1022.28,994.96,72416800.0,100.3,96.7,50.1,0.0,0.0,0.0,0.29999999999999716,-3.299999999999997,0.0,100.33894239867945,-0.038942398679452594,96.47682181519565,0.22317818480435392,50.10016635817988,-0.0001663581798752034,0.0,0.9894146262099283,0.0,-1.1292124919131896,1003.2080839298679,0.0,0.0,0.0,0.0,0.0,0.26062403821381075,1.942805826446891,0,True,54199150.0,0,0,0.0,0
2015-01-28,1000.95,993.83,1007.77,992.48,50953100.0,100.3,96.7,50.1,0.0,0.0,0.0,0.29999999999999716,-3.299999999999997,0.0,100.34908271097893,-0.04908271097893646,96.4432438951754,0.2567561048246034,50.10015947326789,-0.0001594732678853461,0.0,0.9877043742253361,0.0,-1.4702674835920804,1002.3149330794043,0.0,0.0,0.0,0.0,0.0,-0.29639116890003425,0.8370854311059072,0,False,50953100.0,0,0,0.0,0
